Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Alzheimer's Disease	220/1982	8.335443885854274E-13	9.002279396722616E-11	0	0	1.5902434228977704	44.229582550020574	RB1;APP;ICAM1;C4B;LIPC;CHEK2;IL12B;VPS35;GJA8;SIL1;ST6GAL1;SLC11A2;HLA-B;HSPG2;PRKAB1;CD2AP;RBP4;PPP1R3B;AGTR1;AGTR2;OPTN;CFB;PPP1R37;CETP;LRPAP1;GYPA;CFH;GYPB;GYPE;PIK3R3;VPS26A;SLC30A10;C3;SEC14L2;UGCG;C5;APOE;PCK1;APOB;PPARGC1A;ABCA1;HLA-DRB5;XBP1;FZD4;INSR;ABCA4;EIF2AK3;EIF2AK2;ABCA7;EIF2AK4;FAT1;HLA-DRB1;FERMT2;CDC42SE2;CTSZ;SNX12;VLDLR;BRCA2;IKBKB;HNF4A;APPL1;CCR2;IL10;SLC2A14;SLC32A1;AHSG;IL18;NME2;SREBF2;F7;GAL;SLC7A9;IL1B;PPARG;PPARA;RAB7B;TLR4;PPARD;TLR2;RAB7A;ARMS2;TOMM40;GBA;RHD;GGA1;LMNA;MFN2;LDLR;PKLR;GOLM1;SORT1;CDKN2A;SLC31A1;CARD8;GCG;GTF2H1;RAB11A;RAB11B;XK;F2RL1;GHRL;FCN2;EXOC3L2;IRS1;HFE;IRS4;IRS2;LAMP1;CDH1;MPZ;LAMP2;SLC16A7;GGT1;GGT2;IGFBP1;SLC30A6;MAP2K4;MAP2K2;SLC30A3;SLC30A4;TAP2;TSC2;SLC30A1;CDKAL1;MAPKAPK2;MADD;MAPKAPK5;ABCG4;ABCG1;FTO;GLIS3;PSEN2;CLEC16A;LPL;LTBP2;ADRB1;PSEN1;KNG1;DPP4;NPHP1;NLRP3;PLTP;RAB4A;TGFB2;OSBPL6;TGFB1;HBG2;TGFB3;HPS1;NFKB1;LRP1B;SLC2A9;GH1;IL6;HLA-DRA;TPP1;LRP10;OGT;RAB5A;MYD88;NFE2L2;ITGB1;GAL3ST1;DYSF;SLC40A1;SLC2A1;PIK3CD;SLC2A3;PIK3CB;SLC2A4;PIK3CG;SLC2A8;HHEX;ATP7B;LBP;MBL2;ABCC2;APOA2;APOA1;APOA4;APOA5;GIP;TGFBR2;NPC1;PIK3CA;NPC2;PIK3C3;IRF6;BECN1;PRKAA1;LRP1;LRP2;NLRC4;LRP8;LRP6;INS;MAPK8;CNR1;CCL5;POLD1;CCL2;MAPK1;FNIP1;SH2B3;IFNL3;MAPK3;SLC35A2;PTPN1;SLC35A1;APOC3;SORL1;USF2;USF1;SLC25A38;SLC4A8;RPS6KB1;GLB1;APOC2;LEP;APOC1
IGA Glomerulonephritis	50/237	1.2638134629728672E-12	1.3500824689236238E-10	0	0	3.0224994861750876	82.80707811304262	ST6GALNAC2;PIK3CD;PIK3CB;PIK3CG;ICAM1;C1GALT1C1;VSIG4;MBL2;IL10;ST6GAL1;TRAF1;COL4A2;PIK3CA;IL1B;AGTR1;PPARG;AGTR2;TLR4;B4GALT7;HLA-DQB1;C1QA;CFH;TGFA;SLC3A1;VTCN1;ADD1;C3;LMAN1;C5;CNR1;CCL5;SPP1;MAPK1;CCL2;APOE;MAPK3;TGFB1;C1GALT1;LAPTM5;LHFPL2;FABP1;IL6;FCGR2A;CFHR1;NPHS2;CFHR3;F2RL1;HLA-DRA;HLA-DRB1;MYD88
Cirrhosis	73/433	1.540127404392354E-12	1.6275668957385005E-10	0	0	2.4153470489752973	65.69540111352144	RB1;ITGB1;DGKE;CXCL9;CCL4L1;HHIP;GBE1;HFE;CCL4L2;SLC2A4;PIK3CG;ICAM1;GHR;ATP7B;CDH1;HNF4A;LEPR;ABCD1;MBL2;IGFBP1;IL10;ST6GAL1;GPX1;SLC11A1;SLC11A2;IL18;APOA1;TBC1D9;HSPG2;MSH6;F7;RBP4;ADRB3;IRF3;NPC2;IL1B;RBP1;AGTR1;CDH13;SLC27A2;TLR4;TLR2;FBN2;ADH1C;ABCB4;TGFA;NOD2;ABCB11;FUT1;DPP4;CCL5;CCL4;CCL2;APOE;APOB;IFNL3;CDKN2B;TGFB1;CDKN2A;GOLM1;MBOAT7;GCG;MLH1;GCK;TM6SF2;GH1;IL6;GLB1;FGF19;PNPLA3;KRAS;TGFBI;HLA-DRB1
Cholesteryl Ester Transfer Protein Deficiency	14/20	1.5924080496732834E-12	1.664913437466918E-10	0	0	10.028653295128938	272.43612642002836	SCARB1;CETP;GALNT2;APOA2;APOA1;APOC3;LCAT;LPL;APOA4;LIPC;LIPG;APOE;APOB;PLTP
Dyslipoproteinemias	14/20	1.5924080496732834E-12	1.647388032862003E-10	0	0	10.028653295128938	272.43612642002836	CETP;ABCG5;LPL;KLF14;ATP7B;LEPR;PPARG;APOE;ANGPTL4;APOB;PPARA;NEIL1;LDLR;PLTP
Rheumatoid Arthritis	206/1833	1.598823131555888E-12	1.6367951809303405E-10	0	0	1.6100869603277699	43.732784808138334	RB1;APP;ICAM1;C4B;LGALS3;LGALS2;LGALS1;CHEK2;IL12B;VSIG4;LGALS8;COG6;NFKBIL1;SLC11A1;CTRB1;HLA-B;SLC51A;TXNIP;CFB;SLC22A4;LRPAP1;SLC22A5;CFH;EBI3;TGFA;PIK3R3;PIK3R2;C3;SEC14L2;UGCG;C5;ST3GAL5;APOE;STXBP6;APOB;HLA-DQA2;PPARGC1B;HLA-DQA1;ATG5;ABCA1;HLA-DRB5;XBP1;ABCA4;RAB27A;EXT1;AIMP1;FAT1;HLA-DRB3;HLA-DRB1;PCSK1;IL20;HEXB;HEXA;B3GNTL1;IKBKB;IFIH1;C1QTNF6;MRC1;RAB8A;HLA-DPA1;CCR2;IL10;IL18;IL16;GNL1;IL17RA;MMP12;TLR1;ADRB3;SLC7A9;IL1B;PPARG;ANGPTL4;PPARA;TLR4;HLA-DQB2;PPARD;HLA-DQB1;TLR2;MGAT5;SPP1;RHO;LDLR;JAM3;MAP3K2;MAP3K3;IL10RB;CDKN2A;CARD8;GCG;GCK;LRG1;F2RL1;IL17F;GHRL;SIGLEC1;RAB3GAP1;PNPLA2;NCF2;CCL4L1;HFE;CCL4L2;FADS2;KPNA2;RAG2;MAP3K7;SLC16A4;KPNA1;RAG1;MAP2K4;ADIPOQ;TAP2;MUL1;TAP1;MSH6;MSH2;SELENOS;MTNR1B;ELMO1;CUL1;CLEC16A;VTCN1;ADIPOR1;ADIPOR2;KNG1;PSORS1C1;DPP4;IRAK1;NLRP3;TGFB2;TGFB1;TGFB3;NFKB1;NFKBIA;GH1;IL6;HLA-DRA;TGFBI;MYD88;NFE2L2;ITGB1;CXCL9;ITGB2;PIK3CD;TNFAIP3;ARRB1;SLC2A3;PIK3CB;LSP1;ITGAL;CXCL2;PIK3CG;CLEC1B;MBL2;FGB;KLF12;ABCC2;ABCC8;ITGA2;ITGA1;VPS37C;APOA2;TBC1D9;APOA1;TRAF1;TGFBR1;DNAJC2;PIK3CA;IRF3;NPC2;LCP2;ITGA6;B4GALT7;ST6GALNAC5;BECN1;LRP1;LCAT;SLC3A2;NOD1;LRP2;RETN;NOD2;IL2RG;AGPAT1;CLN8;RNF2;LRP6;INS;MAPK9;MAPK8;CNR1;CCL5;POLD1;CCL4;E2F2;CCL2;MAPK1;SH2B3;MAPK3;FCGR2A;TNIP1;RAB14;GLB1;NPHS2;LEP;PDCD1
Fibrosis, Liver	85/545	1.7856065941575538E-12	1.8091692378742719E-10	0	0	2.2344312715228307	60.444187824455305	CXCL9;CCL4L1;HFE;CCL4L2;PIK3CD;SLC4A1;ARRB1;PYGL;PIK3CB;PIK3CG;LGALS3;ATP7B;LGALS1;HNF4A;LEPR;IKBKG;BBS4;MBL2;SCYL1;IGFBP1;IL10;SREBF1;MKKS;ITGA1;MUL1;RPGRIP1L;PEX1;HSPG2;TGFBR1;IL17RA;TGFBR2;RBP4;NPC1;PIK3CA;OAS1;TFR2;IL1B;AGTR1;PLIN2;PPARG;AGTR2;PLIN1;PPARA;TLR4;ABCB4;MTTP;GLIS3;TGFA;RETN;SLC30A10;FUT1;CNR1;CCL5;CCL4;INPP5E;SPP1;CCL2;NPHP3;NLRP3;MAPK1;APOE;IL12RB1;APOB;IFNL3;BBS2;BBS1;MBTPS1;GCKR;TGFB2;TGFB1;SLC10A1;AGL;INSR;NFKB1;TM6SF2;NFKBIA;IL6;LEP;FGF19;PNPLA3;F2RL1;SLC22A8;HLA-DRB1;NFE2L2;FBN1
Liver Cirrhosis, Experimental	111/801	1.9993049331313233E-12	2.00501723294027E-10	0	0	1.9853406737280406	53.4815468798304	APP;SLC46A1;LGALSL;LGALS3;LGALS2;LGALS1;SLC39A6;MAP3K8;SLC39A8;IGFBP1;CSGALNACT1;ABCG8;ABCG5;G6PC;ADIPOQ;TAP2;RAB30;PPP1R3C;COL4A2;PPP1R3B;COL4A1;SELENOP;AGTR1;ABCG1;CDC42SE1;INSIG2;LPL;CFP;LTBP1;KNG1;UGCG;PCK1;SNX7;SLC15A3;PLTP;HLA-DQA1;PCK2;SLC19A2;TGFB1;SLC10A1;TGFB3;INHBE;NFKBIA;GH1;CPS1;FAT1;HLA-DRA;SLC22A8;HLA-DRB1;NFE2L2;FBN1;ITGB1;CXCL9;SLC44A2;ITGB2;CTSZ;DYSF;ITGAL;PKD2;GHR;C8G;GNGT2;HJV;NFKBIZ;ITGB6;LBP;SLC37A4;APPL1;RAB8B;APOBEC1;IL10;SREBF1;ABCC2;ELOVL5;IL18;TBC1D9;APOA4;TGFBR2;IL1B;ANGPTL3;PLIN3;LCP2;PLIN2;TLR4;B4GALT5;C1QA;SLC43A2;ADH1C;FGL2;IL2RG;GNAI2;INS;CNR1;CCL5;MGAT5;CCL2;GBP2;PTPN1;GK;PKLR;AGL;LAPTM5;TM6SF1;GCK;GALC;FABP2;DHRS7;LEP;SLC25A30;CDO1;C1QC
Sepsis	83/529	2.378404151381678E-12	2.3611066666443565E-10	0	0	2.2478482946143723	60.16274108458632	ITGB1;FCN2;ITGB2;PIK3CD;PYGM;PIK3CB;VLDLR;ITGAL;CXCL2;PIK3CG;ICAM1;LGALS1;LAMP1;MPZ;MAP3K8;SLC39A8;LBP;MBL2;CCR2;RAG1;IL10;FGB;ITGA3;ABCC8;SLC11A1;HLA-B;IL18;MUL1;APOA1;TLR1;F7;CLEC4D;GAL;PIK3CA;IL1B;SELENOP;PPARG;AGTR2;TLR4;CFB;TLR2;CETP;CFH;MAPKAP1;MTTP;NOD1;NOD2;RETN;FUT1;SLC7A2;KNG1;DPP4;C5;IRAK1;UCP2;CCL4;SPP1;CCL2;NLRP3;MAPK1;IL12RB1;APOB;PPARGC1A;MAPK3;TGFB1;IRGM;NFKB1;RAB11A;GALNS;GH1;IL6;G6PC3;FCGR2A;RPS6KB1;TNIP1;TOLLIP;LEP;APOC1;PDCD1;TGFBI;MYD88;NFE2L2;PNPLA2
Photophobia	43/188	2.796281736988826E-12	2.748185691112618E-10	0	0	3.2768396025117354	87.17288094329102	FOXC2;CRB1;SLC45A2;GUCY2D;ARL6;LTBP2;TULP1;NOD2;RPGR;RIMS1;GNAT2;RDH12;RHO;NLRP3;POC1B;PDE6B;ITGB6;RAB28;RGS9;SLC39A4;EYS;BBS2;IL10;CHST6;AHSG;KCNJ13;ABCA4;HLA-B;USH2A;RPGRIP1;GJB2;RP1;TTC8;PRPH2;GJB6;KLHL7;ERCC2;ALMS1;TGFBI;PNPLA6;ATF6;TLR4;SLC24A5
Photodysphoria	42/181	3.0194735420729572E-12	2.9381570268804975E-10	0	0	3.32441545694882	88.18324037022138	FOXC2;CRB1;SLC45A2;GUCY2D;ARL6;LTBP2;TULP1;NOD2;RPGR;RIMS1;GNAT2;RDH12;RHO;POC1B;PDE6B;ITGB6;RAB28;RGS9;SLC39A4;EYS;BBS2;IL10;CHST6;AHSG;KCNJ13;ABCA4;HLA-B;USH2A;RPGRIP1;GJB2;RP1;TTC8;PRPH2;GJB6;KLHL7;ERCC2;ALMS1;TGFBI;PNPLA6;ATF6;TLR4;SLC24A5
Visual Impairment	51/251	3.4012249651716576E-12	3.277180289971279E-10	0	0	2.910992134613409	76.87023588918095	PIGT;SNX10;RPGR;RIMS1;GNAT2;LAMP2;IKBKG;RGS9;GTF2I;IQCB1;ELOVL4;VPS13B;OCRL;PEX2;RPGRIP1L;PEX1;HSPG2;RBP4;PEX6;ATF6;FBN2;LRPAP1;CRB1;SLC45A2;TULP1;CLN6;INPP5E;NPHP1;NPHP3;POC1B;NPHP4;SLC38A8;ABCA1;B3GALNT2;PEX16;FKRP;KCNJ13;ABCA4;LCA5;PEX10;PEX12;USH2A;AIMP1;RPGRIP1;GJB2;TTC8;PRPH2;GJB6;ERCC2;TGFBI;SLC24A5
Epilepsy	146/1177	3.7602134418148E-12	3.5879007481704707E-10	0	0	1.7771372509877716	46.75034176394112	SCARB2;APP;SLC46A1;SLC4A3;LEPR;IL12B;GJA8;MEN1;ALG9;COG6;HLA-B;TSC2;OCRL;HNF1A;MSH6;BSCL2;DPM1;MSH2;COL4A2;COL4A1;FTO;SLC45A1;B3GLCT;PSEN2;PIK3R2;PSEN1;UGT8;RNF213;GJC2;RDH12;ST3GAL5;APOE;PCK1;B3GALNT2;EIF2B5;PLK3;EIF2B4;EIF2B2;TGFB1;WFS1;FUCA1;INSR;TBCD;RAB27A;ABCA7;AIMP1;EXT2;IL6;GJB2;CPS1;GJB3;GNAS;TPP1;NF2;NFE2L2;ACVRL1;PIGT;PIGN;HEXA;SLC2A1;PIK3CD;SLC35F1;PIK3CB;VLDLR;PIK3CG;GYS2;GM2A;HNF4A;MLX;EPG5;IKBKG;ITGB6;EIF2B1;ABCD1;BCKDHA;IQCB1;GPX1;ABCC2;SLC32A1;AHSG;ABCC8;BCKDHB;VPS13A;VPS13B;TBC1D9;PEX2;PEX1;TGFBR2;TGFBR3;GAL;NPC1;PIK3CA;NPC2;IL1B;PEX6;PIGM;PIGL;MAN1B1;PIGG;FBP1;TLR4;CRB1;BECN1;C1QA;LEPROT;GUCY2D;TOMM40;GBA;SLC3A1;TULP1;CLN8;CLN6;SLC7A3;CLN5;INS;CNR1;VPS53;UCP2;PMS2;CCL2;MAPK1;KCNJ1;JAM3;SH2B1;PEX16;SLC35A2;SLC35A3;FKRP;GK;KCNJ11;KCNJ13;PDX1;LCA5;PEX10;PEX12;MLH1;SORL1;GCK;MLH3;GALC;FIG4;RPGRIP1;KLHL7;ERCC2;RAB18;KRAS
Low Vision	52/261	4.598117596867671E-12	4.3452211290399487E-10	0	0	2.85435123889822	74.51390694493473	PIGT;SNX10;RPGR;RIMS1;GNAT2;LAMP2;IKBKG;RGS9;GTF2I;IQCB1;ELOVL4;VPS13B;OCRL;PEX2;RPGRIP1L;PEX1;HSPG2;RBP4;BBS12;PEX6;ATF6;FBN2;LRPAP1;CRB1;SLC45A2;TULP1;CLN5;INPP5E;NPHP1;NPHP3;POC1B;NPHP4;SLC38A8;ABCA1;B3GALNT2;PEX16;FKRP;KCNJ13;ABCA4;LCA5;PEX10;PEX12;USH2A;AIMP1;RPGRIP1;GJB2;TTC8;PRPH2;GJB6;ERCC2;TGFBI;SLC24A5
Alzheimer Disease, Late Onset	51/253	4.656125292407871E-12	4.3581332736937676E-10	0	0	2.887980339082868	75.35560167927467	APP;EXOC3L2;HFE;VLDLR;SLC2A4;ABCA12;HHEX;LEPR;CCR2;IL10;SLC30A6;ABCG5;SLC30A4;IL18;APOA4;CD2AP;RBP4;IL1B;PPARG;PPARA;TLR4;TLR2;CETP;TOMM40;CFH;LRP1;PSEN2;PPP1R3A;PIK3R1;PSEN1;INS;LRP6;SGPL1;POLD1;NLRP3;APOE;PCK1;PPARGC1A;LDLR;ABCA1;HLA-DRB5;TGFB1;INSR;ABCA4;ABCA7;SORL1;IL6;LEP;APOC1;TPP1;GALP
Proteinuria	42/184	5.374282820514229E-12	4.982872788680552E-10	0	0	3.2702130310203064	84.86005287945902	SCARB2;DGKE;CFH;NCF2;LCAT;LRP2;ICAM1;DPP4;ATP7B;TMEM127;HNF4A;MGAT5;LEPR;NCK2;SPP1;APOE;SLC37A4;HLA-DQA1;GTF2I;NCK1;SH2B1;G6PC;TGFB1;ITGA3;VPS33A;INSR;ADIPOQ;HLA-B;APOA1;OCRL;HNF1B;CD2AP;NPHS1;NPHS2;COL4A4;LEP;COL4A3;AGTR1;ITGA8;PPARA;OPTN;HLA-DRB1
Retinal Dystrophies	41/178	7.050250971494749E-12	6.475688462415925E-10	0	0	3.299958146872284	84.73618637026503	CRB1;GUCY2D;PCDH15;LRP2;ADIPOR1;RPGR;RS1;RIMS1;GNAT2;RDH12;NPHP1;INPP5E;C1QTNF5;RHO;NPHP3;NPHP4;PDE6B;BBS7;RAB28;EYS;BBS4;PRPH;B3GALNT2;IQCB1;PEX16;BBS1;FKRP;FZD4;ABCA4;LCA5;VPS13B;PEX10;RPGRIP1L;USH2A;RPGRIP1;RBP4;RP1;BBS10;COL4A1;PRPH2;PNPLA6
Myocardial Ischemia	73/448	8.32259631218037E-12	7.573562644084136E-10	0	0	2.334476054031928	59.55726246772178	HFE;DYSF;PIK3CD;PCSK9;PIK3CB;CXCL2;PIK3CG;ICAM1;GHR;MAP3K8;CTSC;MBL2;EIF2A;CCR2;IGFBP1;IL10;FGB;ABCC8;ADIPOQ;IL18;TAP1;APOA1;HBA1;SLC35G1;PRKAB1;F7;PIK3CA;ADRB3;IL1B;AGTR1;TXNIP;PPARG;PPARA;LCT;TRIB1;TLR4;ABCG1;TLR2;RAB7A;CETP;PRKAA1;ADH1C;RAB1B;MTTP;LPL;NOD1;ADRB1;KNG1;INS;UGCG;NPC1L1;CCL4;SPP1;CCL2;APOE;APOB;GBP2;LDLR;MAPK3;ABCA1;TCF7L2;GCKR;TGFB1;GK;EIF2AK3;APOC3;NFKBIA;IL6;NPHS2;RAB12;F2RL1;RAB5A;HLA-DRB1
Behcet Syndrome	51/258	1.0034886736339996E-11	9.047969435298117E-10	0	0	2.8320117278603316	71.72056509467261	FCN2;ITGB2;TNFAIP3;C4BPA;ITGAL;ICAM1;IL12B;IKBKG;MBL2;IL10;SLC11A1;ITGA2;ADIPOQ;HLA-B;ATG10;IL18;TAP2;TAP1;APOA1;TGFBR1;TLR1;TGFBR3;IL1B;TLR4;HLA-DQB1;TLR2;SLC22A4;SLC22A5;CLEC16A;NOD1;NOD2;FUT2;PSORS1C1;SEC14L2;NLRP3;CCL2;APOB;IL12RB1;ATG5;IL12RB2;MAPK3;PKLR;EIF2AK2;NFKB1;IL6;TNIP1;LEP;IL17F;KRAS;PDCD1;HLA-DRB1
Graves Disease	60/335	1.1976425256439391E-11	1.0700391583662394E-9	0	0	2.5659667279647604	64.52913901651694	ITGB1;APP;CXCL9;CCL4L1;CCL4L2;ITGB2;HDLBP;PIK3CD;TNFAIP3;ITGAE;PIK3CB;PIK3CG;ICAM1;C4B;IFIH1;C1QTNF6;IL12B;MEN1;MBL2;IL10;ST6GAL1;ADIPOQ;HLA-B;IL18;TAP2;TAP1;IL16;GNL1;TLR1;PIK3CA;IL1B;PPARG;TLR6;HLA-DQB1;GYPA;GYPB;GYPE;ADRB1;SLC3A2;FUT2;PSORS1C1;INS;CCL5;CCL4;SPP1;HLA-DQA2;ST3GAL1;SH2B3;HLA-DQA1;TGFB1;CDKN2A;IL6;TG;FCGR2A;GHRL;IL17F;PDCD1;HLA-DRB3;SLC26A4;HLA-DRB1
Kidney Failure, Acute	57/310	1.3261292927716843E-11	1.1741620440864966E-9	0	0	2.634254552176726	65.9779916310936	RB1;DGKE;IL20;HEXB;PIK3CB;PKD2;SLC2A6;ICAM1;LGALS3;MBL2;IL10;IGFBP1;AHSG;SLC11A1;IL18;HNF1B;IL1B;AGTR1;PPARG;LCP2;PPARA;TLR4;CFB;TLR2;SLC22A6;CFH;TGFA;LRP2;IL2RG;KNG1;INS;C3;SPP1;CCL2;APOE;PPARGC1A;PPARGC1B;CDKN2B;FYB1;TGFB1;HBG2;KCNJ11;CDKN2A;SLC31A1;NFKB1;FABP1;NFKBIA;SLC2A9;SLC25A37;IL6;TCN2;NPHS2;SLC22A8;LPIN1;HLA-DRB1;PNPLA2;NFE2L2
Lipidemias	13/19	1.6140575931945268E-11	1.4163355380281973E-9	0	0	9.802443070426783	243.58762027801117	CETP;IRS1;LPL;GCG;LIPC;ADRB3;LEPR;APOE;APOB;PPARA;NEIL1;LDLR;PPARGC1B
Inflammatory Bowel Diseases	119/911	1.6355818378757025E-11	1.4225219736851685E-9	0	0	1.8714281670383313	46.47960855245416	FCN2;NCF2;CLDN2;ICAM1;C4B;FADS2;LGALS3;LGALS2;C1GALT1C1;IPO8;LGALS1;MPZ;IL12B;MAP3K8;RAG2;EIF2A;GHSR;SLC11A1;SLC11A2;HLA-B;CDKAL1;PRKAB1;SELENOP;ATF6;CFB;FTO;SLC22A4;SLC22A5;CUL2;EBI3;CUL1;TGFA;LPL;FUT2;ACACA;KNG1;C3;DPP4;NLRP3;APOE;HLA-DQA1;XBP1;GCKR;TGFB2;TGFB1;FZD4;HPS1;NFKB1;NFKBIA;GH1;IL6;G6PC3;TG;FAT1;HLA-DRB1;MYD88;NFE2L2;CDC42SE2;SLC25A3;ITGB2;SNX10;ITGAL;IFIH1;HNF4A;MRC1;IKBKG;MBL2;CCR2;IL10;SLC2A14;IL18;TBC1D9;IL16;APOA4;ELOVL7;SLC39A14;MMP12;TLR1;NRG4;IL1B;PPARG;IRF6;TLR6;TLR4;HLA-DQB2;HLA-DQB1;TLR2;PRKAA1;NOD1;NOD2;GNAI2;MAPK8;IFNL2;CNR1;CCL5;SPP1;CCL2;MAPK1;SH2B3;GBP1;SH2B1;MBTPS1;TCF7L2;SLC16A1;IL10RB;CARD8;MLH1;IRGM;GALC;FCGR2A;GLB1;LEP;PNPLA3;PMP22;F2RL1;IL17F;KRAS;PDCD1;SLC28A3
Short stature	103/750	2.241471525502538E-11	1.9323843993542934E-9	0	0	1.9675262655205348	48.24630858639178	RB1;SLC4A1;SLC39A8;MAP3K7;SIL1;SLC39A4;GTF2I;GHSR;MAP2K2;G6PC;HNF1B;OCRL;LEMD3;HSPG2;SELENON;TBC1D20;CUL7;ARL6;LTBP2;GTF2E2;GHRHR;BRIP1;NPHP1;NPHP3;NPHP4;SLC19A2;BBS2;BBS1;TGFB3;FUCA1;INSR;XRCC2;EIF2AK3;B3GALT6;PALB2;EXT1;GNPTG;MLXIPL;EXT2;GH1;TG;GJB4;GJB3;GJB6;GNAS;SLC26A4;FBN1;SLC2A1;PYGL;VLDLR;BRCA2;IFIH1;GHR;GM2A;HNF4A;BBS9;EPG5;IKBKG;ITGB6;BBS7;SLC37A4;BBS5;BBS4;IQCB1;MKKS;AHSG;ABCC8;VPS13B;PEX2;HBA1;PEX1;DNAJC3;SLC7A7;BBS10;BBS12;PEX6;B4GALT7;SEC23A;GBA;LRP5;NLRC4;ABCB11;VPS53;LMNA;MFN2;MAPK1;KCNJ1;SH2B1;PEX16;GK;AGL;PEX10;PEX12;FIG4;TTC8;GLB1;ALMS1;ERCC2;RAB18;RAB3GAP2;KRAS;PNPLA6;RAB3GAP1
Tuberculosis	88/602	2.597230081939192E-11	2.2196154126346417E-9	0	0	2.094260773543775	51.045492196573605	FCN2;FCN3;CXCL9;CCL4L1;CCL4L2;CTSZ;SLC40A1;PIK3CD;PIK3CB;BRCA2;CXCL2;PIK3CG;ICAM1;LGALS3;TBK1;LAMP1;MRC1;FFAR4;IL12B;IKBKG;SIL1;MEN1;MBL2;IL10;SLC2A10;SLC11A1;VPS33B;ATG10;HLA-B;IL18;TAP1;TSC2;HSPG2;TGFBR1;TGFBR2;TLR1;TBC1D1;PIK3CA;IRF3;IL1B;AGTR2;TLR6;IRF6;CLEC4E;TLR4;OPTN;HLA-DQB1;TLR2;FTO;LRP1;MTTP;EBI3;NOD2;CFP;ACACA;C3;SEC14L2;MAPK8;CCL5;CCL4;SPP1;MFN2;CCL2;NLRP3;MAPK1;PDE6B;IL12RB1;IFNL3;HLA-DQA1;IL12RB2;HLA-DRB5;TGFB1;SLC10A1;CARD8;ABCA4;GTF2H1;IRGM;NFKB1;NFKBIA;IL6;TOLLIP;ERCC2;IL17F;SIGLEC1;PDCD1;HLA-DRB3;HLA-DRB1;MYD88
Hepatitis	57/317	3.3345751782494845E-11	2.825190073434132E-9	0	0	2.5760848932958518	62.14570570568132	APP;PCSK1;B4GALT1;IRS1;CCL4L1;HFE;CCL4L2;CXCL2;ICAM1;IFIH1;LGALS1;ATP7B;HNF4A;LEPR;IKBKG;LBP;GGT1;MBL2;IL10;ABCC2;HBE1;ADIPOQ;IL18;APOA2;IL1B;TXNIP;PPARG;PPARA;TLR2;FGL2;TGFA;NOD2;CYP7A1;KNG1;INS;FUT8;CCL4;SPP1;NLRP3;APOE;APOB;ATG7;LDLR;IFNL3;TGFB2;TGFB1;CDKN2A;GCG;MLH1;NFKB1;EXT1;IL6;LEP;KRAS;PDCD1;HLA-DRB1;MYD88
Autoimmune Diseases	132/1060	3.430968443878999E-11	2.882013492858359E-9	0	0	1.7840730929339892	42.98829994393645	FCN2;NCF2;CCL4L1;GTF2B;C4BPA;CBLB;GIMAP5;ICAM1;C4B;C1GALT1C1;TBK1;LGALS1;MPZ;IL12B;LGALS8;GGT1;RAG2;RAG1;GGT2;SLC30A8;FNBP1;NFKBIL1;SLC11A1;HLA-B;MUL1;TSC2;HNF1A;COL4A3;CFB;SLC22A4;GYPA;CFH;EBI3;CLEC16A;LPL;PIK3R1;VTCN1;SLC30A10;FUT2;FUT1;STK3;C3;SEC14L2;DPP4;MAN2A1;NLRP3;APOE;HLA-DQA2;HLA-DQA1;RAB4A;TGFB2;TGFB1;WFS1;TGFB3;ABCA7;NFKB1;EXT1;IL6;TG;HLA-DRA;TGFBI;HLA-DRB3;HLA-DRB1;MYD88;NFE2L2;ITGB1;IL20;ITGB2;PIK3CD;TNFAIP3;PIK3CB;ITGAL;PIK3CG;IFIH1;HNF4A;MRC1;TMED1;ITGB6;ABCD1;MBL2;CCR2;IL10;MAP4K1;IL18;TBC1D9;APOA1;IL16;TRAF1;TGFBR1;SLC7A5;GAL;PIK3CA;IRF3;IL1B;IRF2;PPARG;IRF6;TLR4;HLA-DQB2;PPARD;HLA-DQB1;TLR2;CRB1;LRP1;SLC3A2;NOD1;LRP2;NOD2;IL2RG;INS;IFNL2;CCL5;LMNA;SPP1;E2F2;CCL2;MAPK1;SH2B3;GBP1;PTPN1;MBTPS1;CDKN2A;C1GALT1;PDX1;GCK;FCGR2A;TNIP1;LEP;IL17F;KRAS;PDCD1;LGR4
Leprosy	35/143	3.953394370937656E-11	3.292708464201295E-9	0	0	3.506522131163965	83.99474540162859	FCN2;FCN3;CFH;NOD2;CFP;LGALS3;MRC1;CCL4;IL12B;BBS9;CCL2;LDLR;HLA-DQA1;MBL2;CCR2;IL12RB2;IL10;IL10RB;NFKBIL1;SLC11A1;SLC2A13;HLA-B;IRGM;NFKB1;TGFBR1;TGFBR2;TLR1;IL6;SLC7A9;TOLLIP;IL1B;TLR4;HLA-DRB1;HLA-DQB1;TLR2
Obesity, Visceral	19/45	4.04850644626109E-11	3.3435900297356297E-9	0	0	6.0490289716650745	144.75379553712816	CETP;SREBF1;IRS1;MTTP;ADIPOQ;APOA2;LPL;APOC3;SLC2A4;DPP4;FABP2;RBP4;LIPC;ADRB3;LEP;PNPLA3;APOE;APOB;PPARA
