Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Lipidemias	7/19	1.1732338693119442E-4	0.0015687812881085424	0	0	5.6987015101558995	51.576533655474385	ABCB1;LIPC;ADRB3;NOS3;ADRB2;APOE;PPARA
Tachyarrhythmia	7/19	1.1732338693119442E-4	0.0015666497917931775	0	0	5.6987015101558995	51.576533655474385	BCHE;RYR2;GAL;TRH;DRD2;VIP;INS
Progressive macrocephaly	8/25	1.1970422889257134E-4	0.0015962729464805848	0	0	4.949729311678268	44.698464306537936	NDUFB9;NDUFS6;NDUFB3;NDUFS4;NDUFS1;NDUFV2;NDUFV1;GFAP
Pulmonary Edema	15/78	1.2225971839480832E-4	0.0016281416156967157	0	0	2.974596942114344	26.799223441896864	ENTPD1;ACE;NOS2;NOS3;PRKAG2;CEL;ADRB2;AQP1;CYP11B2;CAT;SLC29A1;SLC27A5;MARK2;ADA;SLC29A2
Colonic Neoplasms	77/778	1.2344787845021226E-4	0.001641739850350049	0	0	1.5308851100547343	13.777493755024219	TOP2A;ACHE;GSK3B;APP;MPG;OGG1;SLC2A1;ATP2A2;OXT;ADM;HMGB1;ENO1;COMT;POLB;ADORA3;CHEK2;LBP;ATP7A;KCNH2;CAST;ABCC4;G6PD;ABCC1;PARP4;PARP1;ABCC5;TAP1;HNF1A;AMPD3;GAP43;PKM;ADRB3;CAT;NUMB;PDE5A;HPRT1;UMPS;DLD;GAPDH;MET;MCM2;ABCG2;CRP;ABCB1;MAOB;ODC1;SLC22A1;TYMS;SLC5A5;DPP4;POLD1;UCP2;SLCO1B3;BAG1;CKB;BID;SLC19A1;MARK2;FDPS;TCF7L2;SLC16A1;GCH1;CKM;NOS2;CDKN2A;MGMT;BAD;MTHFR;SOD2;CP;ATP5F1E;GCLC;PDE10A;SCD;NOX4;CALR;ABCE1
beta Thalassemia	21/133	1.2451498592678994E-4	0.001653693623903367	0	0	2.4423006472096715	21.958931445630448	ENTPD1;G6PD;RNGTT;EPO;CAD;SLC4A1;HBA2;PSEN1;HBA1;PGD;DPP4;SPN;GLUD1;SCD;CAT;APOE;DNASE1;SLC25A20;UMPS;HLA-DQA1;HLA-DQB1
Adrenal Gland Neoplasms	16/87	1.279206880331433E-4	0.0016966322833869532	0	0	2.844672018205901	25.499924753681544	KCNJ5;CDKN2A;SDHD;SDHB;AGT;UCN3;STAR;CYP11B2;ADM2;AGTR1;CRH;NF1;REN;AGTR2;PDE8B;HCRT
Carotid Atherosclerosis	18/105	1.280355139723177E-4	0.0016958666190295664	0	0	2.6516407026847864	23.76719358201887	ACHE;ACE;NOS3;PDE4D;MTHFR;CYBA;SOD2;APOA5;AGT;RGS2;LIPC;PNP;UCP2;AGTR1;ENPP1;GNB3;APOE;PPARGC1A
Cardiac fibrosis	17/96	1.2957689633090965E-4	0.0017139727283178737	0	0	2.7391080175302913	24.518402455984493	CRP;ACE;OGG1;ABCC6;ATP6AP2;CYBB;SLC35G1;RETN;AGT;SLC6A4;PLN;GRK5;CYP11B2;NOX4;REN;SCN5A;PPIG
Anemia, Hemolytic, Acquired	6/14	1.3800575248909647E-4	0.0018230114723962903	0	0	6.629101756711965	58.920882923249955	G6PD;GCLC;EPO;SLC4A1;SPTB;ITPA
Absence of sensation	6/14	1.3800575248909647E-4	0.001820564477131329	0	0	6.629101756711965	58.920882923249955	ACHE;SPTLC1;CD38;ADRB2;FXN;KCNK2
Active Hyperemia	6/14	1.3800575248909647E-4	0.0018181240421753888	0	0	6.629101756711965	58.920882923249955	LIPC;NOS2;CAT;ADRB1;AGT;ADA
ALZHEIMER DISEASE 2	6/14	1.3800575248909647E-4	0.0018156901411818475	0	0	6.629101756711965	58.920882923249955	ACHE;APP;MVP;CHAT;PSEN1;APOE
Cerebral dysfunction	6/14	1.3800575248909647E-4	0.0018132627479449733	0	0	6.629101756711965	58.920882923249955	APP;S100A1;UCP2;S100B;DISC1;OTC
Hereditary sideroblastic anemia	6/14	1.3800575248909647E-4	0.0018108418363989853	0	0	6.629101756711965	58.920882923249955	SLC25A38;GYPA;SUCLA2;PUS1;TRNT1;FXN
Lone atrial fibrillation	6/14	1.3800575248909647E-4	0.00180842738061712	0	0	6.629101756711965	58.920882923249955	ACE;KCNQ1;LMNA;KCNA5;SCN5A;SCN3B
Manganese Poisoning	6/14	1.3800575248909647E-4	0.0018060193548107058	0	0	6.629101756711965	58.920882923249955	NOS2;SLC31A1;ATP13A2;SLC30A10;SLC39A14;SNCA
Reactive Hyperemia	6/14	1.3800575248909647E-4	0.0018036177333282447	0	0	6.629101756711965	58.920882923249955	LIPC;NOS2;CAT;ADRB1;AGT;ADA
Transient neonatal diabetes mellitus	6/14	1.3800575248909647E-4	0.001801222490654502	0	0	6.629101756711965	58.920882923249955	KCNJ11;ABCC8;KCNA3;EIF2AK3;SLC2A2;INS
Venous Engorgement	6/14	1.3800575248909647E-4	0.0017988336014096021	0	0	6.629101756711965	58.920882923249955	LIPC;NOS2;CAT;ADRB1;AGT;ADA
Fibrillation	9/32	1.3837624202520343E-4	0.0018012737836075488	0	0	4.3503480278422275	38.6551661449414	KCNH2;RYR2;KCNE1;XK;CA2;KCNQ1;SCN5A;CALR;SNCA
Folic Acid Deficiency	9/32	1.3837624202520343E-4	0.0017988911463276446	0	0	4.3503480278422275	38.6551661449414	SLC46A1;MTHFD1;FPGS;MTHFR;MTR;PSEN1;TYMS;SLC19A1;ABCG2
HIV Infections	79/806	1.384802724289885E-4	0.0017978654127240412	0	0	1.5160848930776332	13.470084799149676	CDA;APP;CIITA;EPO;TAT;OGG1;SLC2A1;ADAR;ADRA1D;HMGB1;ENO1;SLC2A4;ADRA1A;SLC6A3;GLS;SLC6A4;PYCARD;POLB;DSE;CD38;TK2;TK1;LBP;NOS1;SYBU;CAMP;KCNH2;ABCC4;ENTPD1;G6PD;PARP1;HBA2;HNF1A;HBA1;CEL;OPRM1;SIRT1;ADRA2B;APOA5;BACE1;PSMA6;ACOT1;SLC29A1;PPIB;PPIA;HLA-DQB1;ABCG2;CRP;ABCB1;ABCB6;POLDIP2;ODC1;SLC1A2;ADRB2;SAMHD1;UNG;DPP4;SLCO1B1;APOE;TPPP;DRD3;DRD4;SNCA;PRNP;NDUFA6;NOS2;CDKN2A;MGMT;GAD1;TREX1;IDH1;EIF2AK2;S100B;SOD2;GFAP;GCLC;ABCE1;RAN;ITPA
Chronic Obstructive Airway Disease	68/669	1.4054417595153764E-4	0.0018222535108861635	0	0	1.5722234360711986	13.945604110295443	APP;EPO;OGG1;TAT;CPOX;ATP2A2;ADM;PARK7;DBH;HMGB1;SLC2A4;SLC6A4;DBP;ALDH2;PDE4A;NOS1;SLC16A4;CAMP;DSP;ENTPD1;ABCC1;PARP1;PDE4D;CYBB;SIRT6;CYBA;CEL;SIRT1;SDHB;SIRT2;MTHFD1;ADORA2A;ADORA2B;TNNT2;CAT;TFAM;PPARA;SLC27A5;CRP;GYPA;KCNA3;WAS;GLRX;TXN;AKAP5;ADRB2;SLC1A7;PPARGC1A;XDH;ATP6V1D;MARK2;RRM1;ACE;NOS2;CDKN2A;BDNF;NOS3;SOD2;CS;GALC;GCLC;CTH;REN;VIM;SLC26A4;KCNK1;PDE7A;VIP
Triglycerides measurement	40/336	1.418435647530797E-4	0.0018366779372770321	0	0	1.8414171546422127	16.31640290999377	APP;RYR2;KCNE1;TOMM40;ATP2A2;SLC4A1;CACNA1C;TYMS;ADRA1B;SLC1A7;SLC6A4;SLC9A1;GRK3;LIPC;PDE4B;APOE;NOS1;POLK;MYBPC3;TCF7L2;SLC30A3;NOS3;NPFF;CAD;ATP2B1;APOA5;GCK;ADRB3;COL4A1;KCNQ1;TNNT2;NOS1AP;AGTR1;PDE3A;REN;AGTR2;ADPRM;CLOCK;MET;RBKS
Very poor growth	25/174	1.4264321521215801E-4	0.0018446019988224854	0	0	2.22240001422336	19.679716697149967	NDUFB9;PRPS1;TAT;NDUFB3;SLC4A4;FTCD;SLC5A5;DGUOK;CLP1;LMNA;ATP6V0A4;HADH;NDUFV2;NDUFV1;WFS1;ABCC8;PREPL;G6PC3;CYP11B2;NDUFS6;PAH;NDUFS4;NDUFS1;AVP;SLC25A13
Flexion contractures of joints	21/135	1.5456212441106268E-4	0.001996105859016983	0	0	2.406118415399158	21.113483234129944	KCNJ6;SLC2A10;IDUA;GAD1;SLC1A2;CACNA1A;DARS2;HIKESHI;SDHD;SDHA;SAMHD1;SLC39A14;SON;SLC25A19;POLD1;LMNA;PLP1;IDS;MFN2;DMD;SLC25A46
Drug Dependence	25/175	1.5640450916678685E-4	0.0020172487087810774	0	0	2.2097005855706553	19.363749639330422	SLC22A3;PDE1C;SLC1A2;SLC6A3;SLC6A4;KCNN1;DRD1;DRD2;DRD3;SNCA;CADPS2;ABCC4;BDNF;ARG1;SLC2A13;ZNF804A;CARTPT;OPRM1;ATP1B1;PER2;PRPF4;GAL;CDK5;AVP;MET
Hypertension, Renovascular	11/47	1.5850037881448478E-4	0.0020416012096838225	0	0	3.620147767849797	31.675400872516004	G6PD;ACE;NOS3;AGTR1;ADM;ADRB1;REN;NOS1;AGTR2;AGT;SLC9A1
Dystonia, Limb	8/26	1.6315794024216644E-4	0.002098843241753942	0	0	4.75935510738295	41.50534531621829	DDC;GCH1;TH;COL4A1;ATP1A3;ADAR;SLC30A10;SLC6A3
Prion Diseases	15/80	1.644941662380194E-4	0.0021132662297872608	0	0	2.900232018561485	25.268664303904764	APP;PRNP;ABCB6;OGG1;KCNA3;CYBB;AQP4;MTR;PSEN1;SOD2;MAPT;APOE;TPPP;PRND;FXN
Polycystic Ovary Syndrome	56/526	1.6501748087193233E-4	0.00211722167364145	0	0	1.6467730599690054	14.34250268688184	TOP2A;GSK3B;AQP9;PDE3B;SLC2A1;AQP7;ADRA1D;IDE;SLC2A4;ADRA1B;COMT;ADRA1A;PRKAG3;NAMPT;ENPP1;HELLS;G6PC;SLC30A8;CDKAL1;HNF1A;SLC35G1;NGF;ADRA2B;ADRB3;AGTR1;TFAM;AGTR2;MCM2;CRP;ABCB6;SLC22A1;ADRB2;RETN;SLC5A3;INS;DPP4;UCP2;LMNA;DMD;APOE;PPARGC1A;DRD3;TCF7L2;ACE;KCNJ11;WFS1;NOS3;MTHFR;NMNAT3;AGT;STAR;TH;SCD;CNTROB;VIM;SLC2A4RG
Insulin Sensitivity	12/55	1.6542220274784358E-4	0.002119647208091013	0	0	3.3748154397806367	29.38455025588777	LIPC;KCNJ11;NOS3;SCD;SLC2A4;ADRB2;RETN;PPARA;SOD2;SIRT1;ACACB;INS
Cerebral Palsy	16/89	1.687445212564879E-4	0.0021594025454541184	0	0	2.7807468043136336	24.156694235315577	ATP8A2;DCD;GCH1;NOS2;IDUA;NOS3;GAD1;MTHFR;ADM;CACNA1D;ADRB2;SLC6A2;ADD1;GAL;PLP1;APOE
Retinal Degeneration	16/89	1.687445212564879E-4	0.0021565944797253098	0	0	2.7807468043136336	24.156694235315577	PANK2;KCNJ10;BDNF;NOS3;CP;RS1;PRPF4;OPA1;NMNAT1;IMPDH1;PRPF3;LMNA;DMD;PDE6B;TPP1;SLC19A2
Psychosis, Involutional	7/20	1.704560843305961E-4	0.002175639476365063	0	0	5.413766434648105	46.97542927322691	TPH2;GAL;GAD1;CAT;SOD2;XDH;SLC6A4
Basal Ganglia Diseases	7/20	1.704560843305961E-4	0.0021728176352802833	0	0	5.413766434648105	46.97542927322691	QDPR;PINK1;SLC19A3;MFF;DRD2;PDE8B;DRD3
Infantile neuronal ceroid lipofuscinosis	7/20	1.704560843305961E-4	0.0021700031046646352	0	0	5.413766434648105	46.97542927322691	GAP43;PPP5C;TPP1;ATP13A2;VIM;SIRT1;GFAP
Involutional Depression	7/20	1.704560843305961E-4	0.0021671958561463108	0	0	5.413766434648105	46.97542927322691	TPH2;GAL;GAD1;CAT;SOD2;XDH;SLC6A4
Involutional paraphrenia	7/20	1.704560843305961E-4	0.002164395861500127	0	0	5.413766434648105	46.97542927322691	TPH2;GAL;GAD1;CAT;SOD2;XDH;SLC6A4
Observation of Neuromuscular Block	7/20	1.704560843305961E-4	0.0021616030926465786	0	0	5.413766434648105	46.97542927322691	RGS2;PLN;ADRB3;SLN;CRH;ATP2A1;VIP
Flexion contracture	21/136	1.718565858552846E-4	0.00217655480127028	0	0	2.388426368227105	20.704910476618963	KCNJ6;SLC2A10;IDUA;GAD1;SLC1A2;CACNA1A;DARS2;HIKESHI;SDHD;SDHA;SAMHD1;SLC39A14;SON;SLC25A19;POLD1;LMNA;PLP1;IDS;MFN2;DMD;SLC25A46
Contracture	24/166	1.74307006868831E-4	0.00220474808688143	0	0	2.2363234841919883	19.354691876433364	KCNJ6;AMBP;SLC2A10;IDUA;LUM;GAD1;SLC1A2;CACNA1A;DARS2;HIKESHI;SDHD;SDHA;SAMHD1;SLC39A14;SON;SLC25A19;POLD1;LMNA;PLP1;IDS;MFN2;DMD;SLC29A3;SLC25A46
AIDS Dementia Complex	10/40	1.7477402458998198E-4	0.0022078137707845025	0	0	3.8669760247486464	33.45714116987175	ABCB6;KCNA3;ADRB2;APOE;OPRM1;NGF;S100B;KCNK1;SLC8A1;GLS
Agitation	9/33	1.7943168116402397E-4	0.0022637414152503563	0	0	4.218519299725796	36.38774954150377	APP;REST;TOMM40;HNF4A;CACNA1A;ADA2;PSEN1;HNF1A;SLC6A3
Albuminuria	9/33	1.7943168116402397E-4	0.002260839182666702	0	0	4.218519299725796	36.38774954150377	PYCARD;ACE;CD38;REN;SOD2;CP;ADD1;AGT;INS
Infantile Severe Myoclonic Epilepsy	9/33	1.7943168116402397E-4	0.0022579443821767317	0	0	4.218519299725796	36.38774954150377	CACNA1A;ADRA1D;CPLX1;GABRD;GAPDH;SCN1B;CACNA1G;POLG;SCN1A
MITOCHONDRIAL COMPLEX I DEFICIENCY	9/33	1.7943168116402397E-4	0.0022550569852685773	0	0	4.218519299725796	36.38774954150377	NDUFB9;NDUFS7;NDUFS6;NDUFA10;NDUFB3;NDUFS4;NDUFS1;NDUFV2;NDUFV1
Paranoia	9/33	1.7943168116402397E-4	0.002252176963576025	0	0	4.218519299725796	36.38774954150377	HLA-DRB4;TBP;BDNF;ZNF804A;CPOX;DBH;COMT;SLC6A3;SNCA
Malignant Glioma	54/504	1.8260591419529056E-4	0.002289095567233821	0	0	1.6572754391779914	14.266125624006733	TOP2A;CIITA;QPRT;MPI;AQP4;HMGB1;SLC6A3;PCMT1;TK1;CAST;PARP1;ATP1B2;OLIG2;SIRT2;SLC7A5;DCT;CAT;NUMB;POT1;UPRT;PPIG;SLC27A3;PPIB;MET;ABCB1;POLDIP2;MAPKAP1;NREP;NTS;SLC5A5;BAG1;MBP;SLC38A3;MSC;PRNP;CDKN2B;CDKN2A;MGMT;BDNF;BAD;TREX1;IDH1;GOT2;IDH2;MTHFR;ADA2;QKI;GFAP;NF1;PIN1;CALR;VIM;NES;LAT
Patent ductus arteriosus	32/251	1.8489682746490257E-4	0.0023148611723886148	0	0	1.9720037098319791	16.95077709213296	GSK3B;GSK3A;PIGT;KCNA2;SLC6A4;LMNA;NPPA;MTA2;SLC16A3;SLC16A4;SLC25A24;PDHX;MYOCD;ACE;PARP1;KCNJ8;CDKN2A;NOS3;NONO;MTHFR;ABCC9;DCK;AGT;PGF;PER2;PER1;G6PC3;AGTR1;TKT;UMPS;CLOCK;MYH7
Physical aggression	18/108	1.851398690798648E-4	0.002314955004219989	0	0	2.5779840164990975	22.156223174701548	PRNP;ENTPD1;TBP;GLDC;NONO;AMT;ANK3;PSEN1;CPLX1;SMARCA2;DNM1;SLC6A8;ATP7B;PAH;ATP13A2;NDP;MAPT;SCN1A
Interstitial lung fibrosis	20/127	1.853280348414388E-4	0.0023143633118445496	0	0	2.435890409290486	20.93253957840953	ABCB1;ACE;DMPK;EPO;CDKN2A;CYBB;ADRB1;ADM;AQP2;NUDT6;SIRT1;AGT;SIRT3;ALDH2;SLC22A18;REN;AGTR2;NOS1;VIM;NES
Primary biliary cirrhosis	39/329	1.8667526945072632E-4	0.002328229122032663	0	0	1.8335813369628842	15.743386019518532	APP;ABCB1;SLC44A1;TPMT;SLC22A1;DLST;AQP4;SLC4A2;ABCB11;PDC;SLCO1B1;HNF4A;PDK4;APOE;DLAT;PPARGC1A;PDHX;ABCC4;ABCC1;ENTPD2;ACE;NOS2;CDKN2A;NOS3;ABCC5;DCDC2;PRPF40A;OPRM1;AGT;SLC22A23;ACE2;OGDH;HLA-DRA;REN;PDE5A;MAPT;PPIG;HLA-DQB1;ABCG2
Liver neoplasms	118/1321	1.8860044566124673E-4	0.002349258783217659	0	0	1.3816901466172304	11.849208652459096	APP;MPG;EPO;AQP9;ENO1;COMT;GLS;PYCARD;CHEK2;PDK4;G6PD;ENTPD2;G6PC;S100A1;SLC30A1;SDHC;HNF1A;SCO2;AGTR1;MAL;ACOT1;PPIG;HPRT1;PPIB;SLC27A5;ABCB1;ABCB6;CNP;RRAD;CFI;NTS;SLC5A5;SLCO1B1;MBP;ASL;APOE;PPARGC1A;EIF2AK2;MTHFR;CP;GCLC;GJB2;GJB1;PAH;NOX4;ACHE;GSK3B;UCN;GSK3A;ABCD2;TAT;OGG1;SLC2A1;SLC40A1;SLC2A2;ADM;IDE;HMGB1;SLC2A4;SLC2A5;SLC6A2;SLC6A4;ATP7B;DBP;CA3;ALDH2;HNF4A;TK1;LBP;ABCC4;ABCC1;PARP4;PARP1;DCD;CAD;AMPD1;SIRT6;AMPD2;SIRT1;APOA5;PKM;CAT;CRH;PDE5A;AVP;DNASE1;PPARA;TKT;DLD;FXN;GAPDH;MET;CRP;PARG;POLDIP2;MVP;ODC1;ABCB11;TYMS;SLC7A1;PTS;INS;POLD3;OXCT1;POLD1;TCF7L2;GK;NOS2;CDKN2A;NOS3;S100B;SOD2;GCK;AGT;NUDT7;AADAC;SCD;VIM
Nephrolithiasis	17/99	1.910544908556572E-4	0.0023768146026954414	0	0	2.6561047442717975	22.74409710857259	G6PC;AMBP;PDE1A;SLC4A1;SLC2A6;SLC2A9;SLC22A12;SLCO1B1;PREPL;ATP7B;SLC7A9;KCNQ1;SI;HPRT1;SLC37A4;XDH;ATP6V1B1
Osteoporosis, Senile	13/64	1.9258908702297943E-4	0.002392876798055426	0	0	3.1419180201082755	26.87895697512823	CCT2;IDH2;ENO1;PARK7;PSEN1;SOD2;ATIC;PNP;PKM;CA2;OXCT1;REN;GAPDH
Chronic Fatigue Syndrome	13/64	1.9258908702297943E-4	0.002389855488966972	0	0	3.1419180201082755	26.87895697512823	TPH2;ACE;GCH1;NOS2;EIF2AK2;DBI;COMT;SLC6A4;TH;TPPP;DISC1;HLA-DQA1;HLA-DQB1
Anorexia	19/118	1.9783954780561096E-4	0.002451913084279375	0	0	2.490594727804213	21.23992687978352	SLC46A1;BDNF;ARG1;CDKN2A;SLC4A1;OXT;CARTPT;HMGB1;AQP2;COMT;SIRT1;SLC6A4;UCN3;UCN2;UCP3;HMBS;UCP2;CRH;SLC19A2
Familial Mediterranean Fever	12/56	1.98296361988507E-4	0.0024544794025479176	0	0	3.3145508783559827	28.259025086527227	PYCARD;CRP;PRNP;GJB2;ABCB1;ACE;S100A1;ABCC6;HBA2;HBA1;S100B;CAMP
Growth retardation	24/168	2.0981833825750386E-4	0.002593829721251255	0	0	2.2097005855706553	18.714547469981756	NDUFB9;PRPS1;WFS1;TAT;NDUFB3;SLC4A4;FTCD;SLC5A5;DGUOK;PREPL;G6PC3;CLP1;CYP11B2;NDUFS6;PAH;NDUFS4;LMNA;ATP6V0A4;NDUFS1;AVP;HADH;NDUFV2;NDUFV1;SLC25A13
Poor growth	24/168	2.0981833825750386E-4	0.002590571141199432	0	0	2.2097005855706553	18.714547469981756	NDUFB9;PRPS1;WFS1;TAT;NDUFB3;SLC4A4;FTCD;SLC5A5;DGUOK;PREPL;G6PC3;CLP1;CYP11B2;NDUFS6;PAH;NDUFS4;LMNA;ATP6V0A4;NDUFS1;AVP;HADH;NDUFV2;NDUFV1;SLC25A13
Hyperphenylalaninemia, Non-Phenylketonuric	5/10	2.1461753028942466E-4	0.002646500737370722	0	0	7.733952049497293	65.32600961249832	QDPR;GCH1;TH;PAH;PTS
Tremor, Muscle	5/10	2.1461753028942466E-4	0.002643184320406598	0	0	7.733952049497293	65.32600961249832	ACHE;ADORA2A;ADRB2;TRH;ATP7A
Tremor, Neonatal	5/10	2.1461753028942466E-4	0.002639876204861659	0	0	7.733952049497293	65.32600961249832	ACHE;ADORA2A;ADRB2;TRH;ATP7A
Tremor, Perioral	5/10	2.1461753028942466E-4	0.0026365763596055817	0	0	7.733952049497293	65.32600961249832	ACHE;ADORA2A;ADRB2;TRH;ATP7A
Tremor, Semirhythmic	5/10	2.1461753028942466E-4	0.0026332847536635023	0	0	7.733952049497293	65.32600961249832	ACHE;ADORA2A;ADRB2;TRH;ATP7A
Adult attention deficit hyperactivity disorder	5/10	2.1461753028942466E-4	0.0026300013562150443	0	0	7.733952049497293	65.32600961249832	TPH2;BDNF;DRD3;CLOCK;SLC6A4
Catatonia	5/10	2.1461753028942466E-4	0.0026267261365933567	0	0	7.733952049497293	65.32600961249832	CNP;GCH1;SLC30A4;MLC1;DRD4
Coarse Tremor	5/10	2.1461753028942466E-4	0.002623459064284161	0	0	7.733952049497293	65.32600961249832	ACHE;ADORA2A;ADRB2;TRH;ATP7A
Continuous Tremor	5/10	2.1461753028942466E-4	0.002620200108924802	0	0	7.733952049497293	65.32600961249832	ACHE;ADORA2A;ADRB2;TRH;ATP7A
Darkness Tremor	5/10	2.1461753028942466E-4	0.002616949240303307	0	0	7.733952049497293	65.32600961249832	ACHE;ADORA2A;ADRB2;TRH;ATP7A
Dementia due to Alzheimer's disease (disorder)	5/10	2.1461753028942466E-4	0.002613706428357454	0	0	7.733952049497293	65.32600961249832	APP;MYOCD;ACE;NOS3;APOE
Diabetes mellitus autosomal dominant type II (disorder)	5/10	2.1461753028942466E-4	0.0026104716431738437	0	0	7.733952049497293	65.32600961249832	KCNJ11;ABCC8;HNF4A;HNF1A;GCK
Drowsiness	5/10	2.1461753028942466E-4	0.0026072448549869782	0	0	7.733952049497293	65.32600961249832	ABCC8;HNF4A;CACNA1A;ATP1A2;HNF1A
Dysphoric mood	5/10	2.1461753028942466E-4	0.0026040260341783526	0	0	7.733952049497293	65.32600961249832	APOE;OPRM1;COMT;DRD4;SLC6A4
Exercise-induced muscle fatigue	5/10	2.1461753028942466E-4	0.002600815151275543	0	0	7.733952049497293	65.32600961249832	SLC16A1;AMPD1;DMD;AMPD3;KCNJ18
Fine Tremor	5/10	2.1461753028942466E-4	0.002597612176951312	0	0	7.733952049497293	65.32600961249832	ACHE;ADORA2A;ADRB2;TRH;ATP7A
Heroin Smoking	5/10	2.1461753028942466E-4	0.0025944170820227127	0	0	7.733952049497293	65.32600961249832	BDNF;OPRM1;RETN;DRD2;NGF
Intermittent Tremor	5/10	2.1461753028942466E-4	0.0025912298374502034	0	0	7.733952049497293	65.32600961249832	ACHE;ADORA2A;ADRB2;TRH;ATP7A
Involuntary Quiver	5/10	2.1461753028942466E-4	0.0025880504143367673	0	0	7.733952049497293	65.32600961249832	ACHE;ADORA2A;ADRB2;TRH;ATP7A
Massive Tremor	5/10	2.1461753028942466E-4	0.002584878783927041	0	0	7.733952049497293	65.32600961249832	ACHE;ADORA2A;ADRB2;TRH;ATP7A
Motor Disorders	5/10	2.1461753028942466E-4	0.002581714917606445	0	0	7.733952049497293	65.32600961249832	COL4A1;CHAT;SLC2A1;ATP1A3;DRD3
Nerve Tremors	5/10	2.1461753028942466E-4	0.0025785587869003247	0	0	7.733952049497293	65.32600961249832	ACHE;ADORA2A;ADRB2;TRH;ATP7A
Passive Tremor	5/10	2.1461753028942466E-4	0.002575410363473096	0	0	7.733952049497293	65.32600961249832	ACHE;ADORA2A;ADRB2;TRH;ATP7A
Persistent Tremor	5/10	2.1461753028942466E-4	0.0025722696191273968	0	0	7.733952049497293	65.32600961249832	ACHE;ADORA2A;ADRB2;TRH;ATP7A
Pill Rolling Tremor	5/10	2.1461753028942466E-4	0.0025691365258032465	0	0	7.733952049497293	65.32600961249832	ACHE;ADORA2A;ADRB2;TRH;ATP7A
Saturnine Tremor	5/10	2.1461753028942466E-4	0.0025660110555772086	0	0	7.733952049497293	65.32600961249832	ACHE;ADORA2A;ADRB2;TRH;ATP7A
Senile Tremor	5/10	2.1461753028942466E-4	0.0025628931806615618	0	0	7.733952049497293	65.32600961249832	ACHE;ADORA2A;ADRB2;TRH;ATP7A
Heart Failure, Diastolic	6/15	2.1744382539607844E-4	0.002593492616495945	0	0	6.187161639597835	52.17986088064989	MYBPC3;ACE;AGTR1;ATP2A2;REN;AGT
Familial Periodic Paralysis	6/15	2.1744382539607844E-4	0.002590348989082011	0	0	6.187161639597835	52.17986088064989	MB;KCNA3;KCNA5;CACNA1C;KCNJ18;KCNJ2
Glycogen Storage Disease Type V	6/15	2.1744382539607844E-4	0.00258721297335673	0	0	6.187161639597835	52.17986088064989	ACE;CPT2;AMPD1;AMPD2;ATP2A1;SLC2A4
Microangiopathic hemolytic anemia	6/15	2.1744382539607844E-4	0.0025840845417081726	0	0	6.187161639597835	52.17986088064989	G6PD;GCLC;EPO;SLC4A1;SPTB;ITPA
Hearing Loss, High-Frequency	8/27	2.1879556609395774E-4	0.002597008241028281	0	0	4.583082695998396	38.6233462336782	GJB2;KCNJ10;OPA1;GJB3;CAT;ATP1A1;ATP1B1;SOD2
FRIEDREICH ATAXIA 1	13/65	2.2667568191453273E-4	0.002687296262793761	0	0	3.0935808197989174	25.96130015808449	EPO;TAT;GAA;MTHFR;RETN;SOD2;SIRT3;ACE2;OPA1;CAT;AGTR1;FXN;PPARGC1A
Growth delay	24/169	2.2986368017338522E-4	0.002721807528607265	0	0	2.196625434176746	18.403380869374832	NDUFB9;PRPS1;WFS1;TAT;NDUFB3;SLC4A4;FTCD;SLC5A5;DGUOK;PREPL;G6PC3;CLP1;CYP11B2;NDUFS6;PAH;NDUFS4;LMNA;ATP6V0A4;NDUFS1;AVP;HADH;NDUFV2;NDUFV1;SLC25A13
Amyotrophic Lateral Sclerosis, Guam Form	9/34	2.301400016200545E-4	0.0027218001635642545	0	0	4.094445202675038	34.29844164677029	MOBP;LRRK2;SLC1A2;PARK7;APOE;SLC6A1;SOD2;TARDBP;GFAP
Phenylketonuria, Maternal	4/6	2.3470718837120314E-4	0.0027724786626348373	0	0	10.31193606599639	86.17862157940941	G6PD;PAH;CAT;HNF1A
Beta-cell dysfunction	4/6	2.3470718837120314E-4	0.0027691503569173886	0	0	10.31193606599639	86.17862157940941	KCNJ11;ABCC8;GCK;INS
Dementia in Parkinson's disease	4/6	2.3470718837120314E-4	0.002765830032748423	0	0	10.31193606599639	86.17862157940941	PRNP;APOE;MAPT;SNCA
hazardous drinking	4/6	2.3470718837120314E-4	0.002762517661451718	0	0	10.31193606599639	86.17862157940941	PER2;ALDH2;AVP;SLC6A4
Methamphetamine abuse	4/6	2.3470718837120314E-4	0.002759213214488259	0	0	10.31193606599639	86.17862157940941	COMT;DRD2;DRD4;SLC6A4
Mixed bipolar I disorder	4/6	2.3470718837120314E-4	0.0027559166634554175	0	0	10.31193606599639	86.17862157940941	ACE;ATP1A3;S100B;CLOCK
Orotic aciduria	4/6	2.3470718837120314E-4	0.002752627980086139	0	0	10.31193606599639	86.17862157940941	SLC7A7;ARG1;ASL;UMPS
Nervous System Neoplasms	11/49	2.3538207889520332E-4	0.002757252766843931	0	0	3.4723866344681724	29.009361384283164	TOP2A;BCHE;CDKN2B;REST;EPO;CDKN2A;MGMT;CHEK2;CRH;NGF;NES
