Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Colorectal Neoplasms	125/1073	3.988885933535442E-9	2.3759255124112922E-7	0	0	1.6871224641705802	32.62853318820438	RB1;GALNT12;IRS1;CLDN2;ABCA12;ABCA13;ICAM1;FADS2;LGALS3;STK11;PTTG1;CDH1;CHEK2;SLC16A7;MAP3K8;FADS1;SLC16A4;IGFBP1;ST6GAL1;MAP2K2;ADIPOQ;TAP1;HNF1A;MSH6;ABCA10;MSH2;SELENOP;DPEP1;PRKD1;NEIL1;ABCG1;FBN2;ABCB4;TGFA;PPP1R3A;PIK3R1;ADIPOR2;APOE;PPARGC1B;ABCA1;XRCC6;TGFB1;ABCA5;ABCA6;FUCA1;INSR;ABCA4;XRCC3;ABCA9;ABCA8;NFKB1;NFKBIA;GH1;IL6;TCN2;GIPC1;FAT1;GNAS;TPP1;SLC2A4RG;ABCD4;SLC25A3;B4GALT1;ITGB2;SLC2A1;PIK3CD;PIK3CB;PIK3CG;GHR;ATP7B;EXO1;HNF4A;MRC1;SLC36A1;ABCC2;ABCC8;IL18;NME2;TBC1D9;SLC39A14;TGFBR1;TGFBR2;GAL;PIK3CA;B3GNT6;IL1B;CDH13;PPARG;LCT;TLR4;PPARD;TLR2;BECN1;LRP1;ADH1C;RETN;NOD2;ABCB11;LRP6;LMAN1;MAPK8;CCL5;POLD1;PMS2;POLR2F;MAPK1;E2F4;LDLR;GBP1;MUTYH;MAPK3;TCF7L2;CDKN2B;SLC16A1;PKLR;CDKN2A;PDX1;MLH1;MLH3;FCGR2A;CAPN10;ERCC2;KRAS;ABCE1;MAD2L1
Influenza	80/589	4.2260281149953865E-9	2.502012308082811E-7	0	0	1.9670301164604769	37.92828112777221	FCN2;CXCL9;CCL4L1;CCL4L2;HDLBP;PIK3CD;ITGAE;PIK3CB;CXCL2;PIK3CG;IFIH1;LGALS1;LAMP1;MRC1;EPG5;KPNA4;KPNA2;MAP3K7;KPNA1;MBL2;CCR2;IL10;NFKBIL1;HLA-B;IL18;TAP1;RNASE1;IL17RA;DYNC1LI1;PIK3CA;IRF3;OAS1;IL1B;B3GNT3;PPARG;RAB7B;TLR4;VPS28;SLC27A5;HLA-DQB1;TLR2;RAB7A;GYPA;CFH;GYPB;GYPE;NLRC4;MAPK8;IFNL2;CCL5;CCL4;CCL2;NLRP3;MAPK1;ST3GAL1;ATG7;GBP1;IFNL3;ATG5;ABCA1;MBTPS1;FYB1;TGFB1;PKLR;EIF2AK3;EIF2AK2;NFKB1;RAB11A;GH1;IL6;GLB1;AGO1;HLA-DRA;F2RL1;IL17F;SIGLEC1;SLC22A8;RAB5A;HLA-DRB1;MYD88
Ketosis	17/46	4.281454983289737E-9	2.5196490763935053E-7	0	0	5.352139281554009	103.13022696465882	BCKDHA;GHSR;SREBF1;SLC16A1;SLC30A8;INSR;BCKDHB;PAX4;LPL;SLC2A2;SLC30A10;GYS2;ADRB3;SLC37A4;FBP1;HLA-DRB1;FGF21
Malaria	68/469	4.472133800895538E-9	2.61619827352389E-7	0	0	2.099773193616072	40.368979938373045	FCN2;CXCL9;CCL4L1;CCL4L2;ITGB2;PCSK9;SLC4A1;ITGAL;BRCA2;ICAM1;LGALS2;IL12B;MBL2;IGFBP1;IL10;AHSG;SLC11A1;HLA-B;IL18;TAP1;TBC1D9;HBA1;TLR1;SLC25A19;IL1B;CDH13;PPARG;TLR6;TLR4;TLR2;FBN2;GYPA;CFH;GYPC;GYPB;GYPE;PIK3R3;PSEN1;KNG1;C3;LMAN1;FUT9;CCL5;CCL4;CCL2;NLRP3;MAPK1;APOE;IL12RB1;LDLR;ATG5;IL12RB2;ABCA1;TGFB2;FYB1;TGFB1;PKLR;ABCA4;KLHL3;NFKB1;NFKB2;IL6;FCGR2A;TCN2;GNAS;HLA-DRB1;MYD88;NFE2L2
Vascular Diseases	61/401	4.4924528310938385E-9	2.612534107928417E-7	0	0	2.2030369405956507	42.34428002423551	ACVRL1;APP;ITGB2;PCSK9;PKD2;ICAM1;LIPC;RGS1;LIPG;GGT1;MBL2;CCR2;AHSG;ADIPOQ;FGG;MUL1;APOA1;HNF1A;APOA5;TGFBR1;RBX1;TGFBR2;F7;RBP4;IRF3;COL4A1;IL1B;AGTR1;TXNIP;PPARG;TLR4;ABCG1;CETP;CFH;TGFA;LPL;PSEN1;RETN;CFP;RNF213;LMNA;RHO;SPP1;CCL2;APOE;APOB;LDLR;GBP1;MAP2K5;ABCA1;TGFB1;CDKN2A;SORT1;APOC3;GCG;SORL1;NFKB1;IL6;HLA-DRB1;NFE2L2;FBN1
Glycogen Storage Disease	14/31	4.561171233997647E-9	2.6368935816311107E-7	0	0	6.540375137231085	125.61239380334587	SCARB1;G6PC;GBE1;AGL;SLC2A2;PRKAG2;PYGM;CXCL2;GYS2;G6PC2;G6PC3;HNF4A;LAMP2;SLC37A4
Renal failure in adulthood	25/96	4.903022808850648E-9	2.817947845928899E-7	0	0	3.7714216751146514	72.16017198538512	SCARB2;CFI;LCAT;SLC3A1;PKD2;C3;NPHP1;NPHP3;NLRP3;APOE;SLC37A4;GTF2I;ITGA3;HPS1;EIF2AK3;OCRL;RPGRIP1L;CD2AP;MLXIPL;BBS10;NPHS1;COL4A1;SLC7A9;ALMS1;PNPLA6
Death in infancy	26/103	4.976189530639294E-9	2.843371552739708E-7	0	0	3.6557159227519103	69.89217553416076	ITGB4;GBA;EPG5;PMS2;PEX16;COG6;VPS33B;EIF2AK3;PEX2;PEX10;PEX1;MLH1;PEX12;MLH3;TGFBR2;MSH6;AIMP1;MSH2;PIK3CA;SLC25A19;GLB1;PEX6;KLHL7;ERCC2;ITGA6;KRAS
Focal glomerulosclerosis	33/155	4.989024800556101E-9	2.8342274994141825E-7	0	0	3.083319707551797	58.94081777506408	SCARB2;ITGB1;CFH;LPL;VLDLR;PKD2;LIPC;NPHP1;SPP1;MAPK1;CCL2;NPHP4;APOE;SLC37A4;IL10;G6PC;TGFB1;ITGA3;VPS33A;CD2AP;TGFBR2;IL6;NPHS1;COL4A1;NPHS2;COL4A4;IL1B;COL4A3;AGTR1;PPARG;AGTR2;RHOV;NFE2L2
Death in early childhood	26/104	6.203817947360445E-9	3.5040875164746234E-7	0	0	3.620564808110065	68.42179919065809	ITGB4;GBA;EPG5;PMS2;PEX16;COG6;VPS33B;EIF2AK3;PEX2;PEX10;PEX1;MLH1;PEX12;MLH3;TGFBR2;MSH6;AIMP1;MSH2;PIK3CA;SLC25A19;GLB1;PEX6;KLHL7;ERCC2;ITGA6;KRAS
Serum triglycerides raised	17/47	6.27759962576909E-9	3.525499949831921E-7	0	0	5.238263977691158	98.93131053057223	ABCA1;GK;AGL;LCAT;PPP1R3A;CYP7A1;AGPAT2;BSCL2;LIPC;POLD1;APOC2;LMNA;ALMS1;PPARG;APOE;PLIN1;GPIHBP1
Decreased circulating high-density lipoprotein levels	9/12	6.3276551554619056E-9	3.533420162947705E-7	0	0	10.861694424330196	205.05071799052257	ABCA1;LMNA;ALMS1;APOA1;LCAT;PPARG;PPP1R3A;APOE;APOA5
Difficulties with night vision	29/126	6.549543971241813E-9	3.6366620423369795E-7	0	0	3.3332183947679965	62.81073548735006	GUCY2D;ARL6;PCDH15;USH1C;TULP1;RPGR;RIMS1;RHO;POC1B;PDE6B;GNAT1;RAB28;EYS;PEX16;ELOVL4;KCNJ13;ABCA4;PEX2;PEX10;PEX1;PEX12;USH2A;RPGRIP1;RP1;TTC8;USH1G;PRPH2;PEX6;ATF6
Psoriasis	101/818	7.124603565064716E-9	3.933741788621125E-7	0	0	1.7881518123184186	33.54521256850105	APP;CCL4L1;CCL4L2;ICAM1;C4B;LGALS1;PTTG1;IL12B;COG6;FNBP1;NFKBIL1;TAP2;HLA-B;MUL1;TAP1;CDKAL1;MAPKAPK2;ELMO1;CFB;SLC22A4;SLC22A5;CLEC16A;TGFA;FUT2;PSORS1C1;C3;SEC14L2;NLRP3;APOE;PI3;APOB;HLA-DQA2;HLA-DQA1;GCKR;TGFB1;EIF2AK1;NFKB1;NFKBIA;GH1;IL6;GJB2;HLA-DRB1;NFE2L2;CXCL9;IL20;ITGB2;SLC2A1;PIK3CD;TNFAIP3;ITGAE;PIK3CB;ITGAL;PIK3CG;B3GNTL1;IFIH1;SPTLC2;MRC1;NFKBIZ;CCR2;IL10;IL18;NME2;APOA1;ELOVL6;IL17RA;PIK3CA;IL1B;IRF2;ANGPTL2;CDH13;PPARG;TLR6;PPARA;TLR4;EXOC2;PPARD;HLA-DQB1;TLR2;CRB1;NOD2;IL1RL2;MAPK8;CCL5;MGAT5;CCL4;SPP1;CCL2;MAPK1;IL12RB1;SH2B3;MAPK3;MBTPS1;CDKN2A;GCG;IRGM;FCGR2A;TNIP1;RPS6KB1;F2RL1;IL17F;PDCD1
Multiple Sclerosis	127/1106	7.132793913938152E-9	3.9162624908482767E-7	0	0	1.6629719010125796	31.19496288299617	GTF2B;HFE;CBLB;ICAM1;LGALS3;STK11;RGS1;MPZ;IL12B;LGALS8;SIL1;SLC30A7;SLC11A1;TAP2;HLA-B;TAP1;CDKAL1;MTNR1B;AGTR1;ELMO1;CFB;FTO;CFH;GLIS3;CLEC16A;PSORS1C1;C3;SEC14L2;DPP4;SEC14L3;SGPL1;GJC2;NLRP3;APOE;PCK1;PPARGC1A;HLA-DQA2;HLA-DQA1;ATG5;ABCA1;EIF2B5;EIF2B4;HLA-DRB5;XBP1;RAB4A;TGFB2;EIF2B2;TGFB1;EIF2AK2;ABCA7;NFKB1;IL6;GJB1;GJB6;HLA-DRA;HLA-DRB1;MYD88;SLC2A4RG;NFE2L2;SLC25A3;CXCL9;SLC44A2;GBE1;ITGB2;CTSZ;DYSF;TNFAIP3;ITGAL;BRCA2;CXCL2;IFIH1;C1QTNF6;FFAR2;EIF2B1;MBL2;CCR2;IL10;IQCB1;ITGA1;IL18;APOA1;TRAF1;MMP12;TLR1;GAL;IRF3;OAS1;IL1B;PPARG;PPARA;B4GALT6;TLR4;HLA-DQB2;CERS2;HLA-DQB1;TLR2;LRP1;RNF6;SLC3A2;INS;MAPK8;CNR1;CCL5;MGAT5;UCP2;LMNA;SPP1;MFN2;CCL2;MAPK1;IFNL3;MBTPS1;SLC16A1;PKLR;SORT1;CDKN2A;IL10RB;SORL1;IRGM;GALC;SLC25A37;NPHS1;TNIP1;RPS6KB1;APOC2;F2RL1;PDCD1
Lipids measurement	12/23	7.414842734139869E-9	4.0485041328403687E-7	0	0	7.555961338664484	141.4459495946844	ABCA1;CETP;ABCG8;MLXIPL;GCKR;TOMM40;LPL;APOE;APOB;LDLR;PLTP;FADS1
Asthma	145/1313	7.582166345041202E-9	4.116990654091985E-7	0	0	1.599335558799572	29.903523641661856	SCARB2;HHIP;GALNT17;GIMAP5;ICAM1;FADS2;LGALS3;LGALS1;CDH1;SLC16A7;IL12B;GGT1;SLC39A2;SLC39A1;FADS1;RAG1;GGT2;SLC30A8;SLC30A5;SLC11A1;TAP2;HLA-B;SLC30A1;CDKAL1;HNF1A;SELENOS;MADD;COL4A3;AGTR1;TXNIP;AGTR2;ATF6;SLC27A5;FTO;SLC45A2;SLC22A5;INSIG2;CLEC16A;TGFA;KNG1;PSORS1C1;C3;C5;IRAK1;NLRP3;APOE;PI3;ATG7;PPARGC1B;HLA-DQA1;ATG5;ABCA1;BBS1;HLA-DRB5;TGFB2;TGFB1;FUCA1;TBCD;EIF2AK2;RAB27A;NFKB1;NFKB2;IL6;HLA-DRA;TGFBI;SLC26A4;RAB5A;HLA-DRB1;MYD88;LAT;NFE2L2;CXCL9;IL20;ITGB4;HEXB;ITGB2;PIK3CD;TNFAIP3;PIK3CB;VLDLR;ITGAL;PIK3CG;IFIH1;TMED1;ITGB6;ABCD1;HLA-DPA1;MBL2;CCR2;IL10;WDR36;SLC2A10;IL18;APOA1;IL16;TGFBR1;IL17RA;TGFBR2;MMP12;TLR1;TGFBR3;F7;PIK3CA;IRF3;OAS1;IL1B;PPARG;TLR6;PPARA;TLR4;HLA-DQB1;TLR2;CRB1;RAB1A;SLC3A2;NOD1;RETN;NOD2;SLC7A2;MAPK9;MAPK8;IFNL2;CCL5;SPP1;CCL2;MAPK1;IL12RB1;PCDH1;LDLR;IFNL3;SH2B1;MAPK3;APOBR;GTF2H1;IRGM;FCGR2A;TNIP1;GNPDA2;ERCC2;ALMS1;F2RL1;IL17F;GHRL;SIGLEC1;LPIN2
Genetic Diseases, Inborn	71/507	8.974969429963208E-9	4.846483492180132E-7	0	0	2.0280875848190503	37.57808259796355	GBE1;HEXA;XYLT2;SLC2A1;PYGM;BRCA2;PKD2;RPGR;STK11;ATP7B;CHEK2;MPZ;VPS35;GJA8;SLC37A4;SCYL1;GHSR;VPS13B;TSC2;RBP4;RP1;BBS10;NPC1;PIK3CA;COL4A2;COL4A1;PEX6;PIGM;LINS1;SLC27A4;ATP6V1B1;CRB1;CUL7;SLC22A5;GUCY2D;LRP5;LPL;PIK3R2;PIK3R1;IL2RG;LMNA;MFN2;NPHP3;MAPK1;B4GALNT1;LDLR;ABCA1;B3GALNT2;EIF2B5;MAP3K1;ABCA5;ATP8B1;WFS1;ABCA4;LCA5;PEX10;USH2A;OTOGL;FIG4;GALNS;TBCK;GJB2;GLB1;ERCC2;GNAS;PMP22;TPP1;KRAS;RAB3GAP1;PNPLA2;FBN1
Colorectal Carcinoma	277/2931	9.728901907910835E-9	5.224898795133753E-7	0	0	1.36867478928214	25.249538075000117	RB1;APP;SLC46A1;HHIP;SLC4A1;CLDN2;ABCA12;ABCA13;ICAM1;LGALS3;LGALS1;CHEK2;IL12B;ST6GAL1;ATG10;HLA-B;HNF1A;HSPG2;PRKAB1;ABCA10;PPP1R3C;PRKD1;TRIB1;SLC22A4;SLC45A2;ABCB4;MTTP;TGFA;PIK3R3;ZBTB2;FXR1;BRIP1;APOE;B4GALNT3;PPARGC1A;ATG7;TSPAN1;ATG5;ABCA1;XRCC6;ABCA5;ABCA6;FUCA1;XRCC2;INSR;ABCA4;XRCC3;ABCA9;RAB27A;RAB27B;EIF2AK4;ABCA8;VANGL1;AIMP1;GJB2;VANGL2;EIF6;TCN2;GIPC1;FAT1;HLA-DRB1;FERMT2;CDC42SE2;DHRS11;PIGN;VLDLR;BRCA2;RAB22A;IKBKB;IFIH1;HNF4A;MRC1;FFAR4;EPG5;LDLRAP1;APOBEC1;IL10;MAP4K1;ELOVL5;AHSG;IL18;NME2;IL16;SLC39A14;IL17RA;MMP12;F7;GAL;ANGPTL6;IL1B;ANGPTL2;PPARG;PPARA;TLR4;ANGPTL1;PPARD;TLR2;FOXC2;ADH1C;ABCB11;CYP7A1;SLC7A2;LMAN1;PPP1R8;LMNA;SPP1;PMS2;LDLR;MAP4K4;CDKN2B;SLC16A1;MAP3K1;PKLR;SORT1;PNPLA8;CDKN2A;GTF2H1;MLH1;MLH3;FABP2;LRG1;LPCAT2;F2RL1;IL17F;LGR4;RAB3GAP1;MAD2L1;PNPLA2;DGKG;GALNT12;GALNT11;IRS1;GALNT15;HFE;IRS2;FADS2;STK11;LAMP1;PTTG1;RGS1;CDH1;MPZ;SLC16A7;PIM3;MAP3K8;SLC39A8;SLC39A7;KPNA2;GGT1;MAP3K7;FADS1;GGT2;MEN1;MAP2K4;MAP2K2;ADIPOQ;TAP2;MUL1;TAP1;TSC2;CDKAL1;MSH6;MSH2;SELENOS;SELENOP;DPEP1;ABCG1;FTO;FBN2;INSIG2;PSEN2;LTBP4;LTBP2;VTCN1;FUT2;FUT1;ADIPOR2;FUT3;STK3;FUT6;DPP4;FUT8;NLRP3;MAP2K5;TGFB1;ATP8B1;HPS1;NFKB1;NFKBIA;MLXIPL;GH1;IL6;GNAS;NF2;TGFBI;MYD88;NFE2L2;ITGB1;ABCD4;B4GALT3;B4GALT1;ITGB4;ITGB2;SLC2A1;PIK3CD;TNFAIP3;PIK3CB;SLC2A4;PKD2;PIK3CG;GHR;ATP7B;EXO1;LBP;MBL2;NCK1;GPX1;ABCC2;ITGA3;ABCC8;ITGA1;TBC1D9;TGFBR1;TGFBR2;RP1;NPC1;PIK3CA;IRF3;CDH13;LCT;BECN1;RAB1A;PRKAA1;LRP1;RAB1B;TGFBRAP1;SELENOF;SLC3A2;NOD1;RETN;NOD2;ADD1;LRP6;INS;MAPK9;MAPK8;CNR1;CCL5;POLD1;VPS53;E2F2;CCL2;MAPK1;IGF2BP2;E2F4;SH2B3;GBP1;MAPK3;MUTYH;SLC35A2;PTPN1;GALNT6;TCF7L2;KCNJ11;PDX1;USF2;FCGR2A;GLB1;CAPN10;ERCC2;PMP22;KRAS;PDCD1;FAM98A;CDO1;ABCE1;LNX2
Anoxia	48/288	1.082690149822598E-8	5.78297760459592E-7	0	0	2.4137098720733765	44.27041255237554	ITGB1;APP;PRKAA1;SLC2A1;TNFAIP3;SLC4A1;SLC2A3;PSEN1;GLG1;ICAM1;SPTLC1;PPP1R8;UCP2;MAPK1;CCL2;APOE;SLC16A4;PCK2;MAPK3;IL10;IGFBP1;PLK3;SREBF1;ANGPT4;TGFB2;MAP2K2;TGFB1;DCD;TGFB3;CTRB1;EIF2AK3;APOA1;USF2;NFKB1;TGFBR1;USF1;TGFBR2;F7;IL6;GJB1;IL1B;GNAS;TXNIP;PLIN2;TLR6;MNS1;TLR4;TLR2
Hepatoblastoma	42/235	1.1260342837298414E-8	5.981981048917233E-7	0	0	2.588318671329749	47.37135336577684	BECN1;HHIP;IRS4;TGFA;PIK3CD;PIK3CB;CLDN2;PIK3CG;ICAM1;HNF4A;POLD1;NLRP3;APOE;APOB;SLC37A4;LDLR;ABCA1;CDKN2B;ABCC2;CDKN2A;ATP8B1;INSR;APOA1;TBC1D9;APOC3;GCG;HNF1A;MLH1;HSPG2;SREBF2;F7;IL6;MSH2;PIK3CA;GLB1;IL1B;PPARG;KRAS;LPIN1;TLR4;PNPLA2;NFE2L2
Nystagmus	70/500	1.1561809727315663E-8	6.109111075271953E-7	0	0	2.0275162925416366	37.05399248256159	PIGT;PIGN;XYLT2;SLC2A1;SNX10;GBA2;RPGR;GNAT2;BBS9;EPG5;SLC39A8;BBS7;SIL1;BBS5;EYS;IQCB1;MAP2K2;ELOVL4;ELOVL5;OCRL;PEX2;RPGRIP1L;PEX1;DPM1;RP1;BBS10;FRMD7;BBS12;PEX6;PRKD1;CRB1;SLC45A2;GUCY2D;ARL6;B3GLCT;ABHD5;TULP1;PIK3R5;GJC2;RDH12;INPP5E;NPHP1;RHO;PDE6B;SLC38A8;SLC19A2;SLC35A2;PEX16;BBS1;WFS1;KCNJ13;ABCA4;HPS1;LCA5;PEX10;PEX12;USH2A;RPGRIP1;GALC;EXT2;TTC8;PRPH2;KLHL7;ALMS1;ERCC2;RAB18;GNAS;KRAS;PNPLA6;SLC24A5
Osteoporosis	64/441	1.2297930613526054E-8	6.463318827258506E-7	0	0	2.1017337661591307	38.280631676661834	PIGT;IL20;IRS1;GTF2B;HFE;XYLT2;SNX10;IRS2;ICAM1;IFIH1;GHR;ATP7B;HJV;SLC37A4;CER1;MEN1;GPX1;G6PC;ZFP1;AHSG;ITGA1;VPS13B;IL16;HSPG2;SLC7A7;MTNR1B;SLC25A19;IL1B;PLIN4;PPARG;PPARA;LCT;RAB7B;FTO;GALT;LRP1;LRP5;LRP6;VPS53;POLD1;LMNA;SPP1;MAPK1;ZNF469;APOE;FGF21;MAPK3;MAP3K1;TGFB1;GK;GALNT3;EIF2AK3;B3GALT6;PEX12;NFKB1;EXT1;GALNS;MLXIPL;GH1;IL6;GLB1;GNAS;OSBPL1A;RAB3GAP1
Sensorineural Hearing Loss (disorder)	67/471	1.2608041563990357E-8	6.591054919728576E-7	0	0	2.060109062788742	37.47118161037194	XYLT2;RPGR;SPTLC1;MPZ;MAP3K7;ABCD1;EYS;GTF2I;VPS13B;PEX2;PEX1;DNAJC3;RP1;COL4A4;PEX6;COL4A3;HLA-DQB1;ATP6V1B1;FTO;CRB1;GUCY2D;ARL6;ILDR1;LRP5;USH1C;PCDH15;ABHD5;TULP1;NLRC4;PIK3R1;OTOA;GJC2;RDH12;POLD1;LMNA;RHO;OTOF;NLRP3;ZNF469;PDE6B;SLC19A2;PEX16;WFS1;ABCA4;OSBPL2;PEX10;PEX12;USH2A;NFKB1;OTOGL;MLXIPL;GH1;GJB2;TTC8;GJB1;GIPC3;USH1G;GJB3;PRPH2;GJB6;KLHL7;ERCC2;PMP22;NF2;PNPLA6;SLC26A4;HLA-DRB1
Neurofibrillary degeneration (morphologic abnormality)	10/16	1.3012301337743534E-8	6.766396695626638E-7	0	0	9.051412020275162	164.34984314042416	APP;TOMM40;NPC1;NPC2;VPS13C;PSEN2;ABCA7;PSEN1;APOE;SORL1
Hypocholesterolemia	18/55	1.4067471346235223E-8	7.276584652147357E-7	0	0	4.739648476071358	85.690003983148	ABCA1;APP;XBP1;MTTP;PIK3CD;PCSK9;APOA4;PIK3CB;SLC2A4;PEX12;PIK3CG;IL6;PIK3CA;NPC1L1;UCP3;ANGPTL3;APOB;LDLR
Malignant neoplasm of prostate	300/3239	1.5251253091569258E-8	7.847608135284957E-7	0	0	1.3413639301426608	24.142678422971557	RB1;APP;LDLRAD1;SLC4A2;ICAM1;LGALS3;TBK1;LGALS1;TFG;CHEK2;GJA8;LGALS8;SIL1;ST6GAL1;PRKCI;ZFP1;HLA-B;HNF1B;HNF1A;HSPG2;PRKAB1;RBP4;RFX6;TFR2;RBP1;AGTR1;TXNIP;AGTR2;PRKD1;TRIB1;ATF6;OPTN;LRPAP1;SLC45A3;MTTP;TGFA;PIK3R3;PIK3R2;PPP1R3A;PIK3R1;SEC14L2;FXR1;GHRHR;BRIP1;SEC14L1;APOE;PPARGC1A;ATG7;ST3GAL1;ST3GAL2;ATG5;ABCA1;PLK3;XRCC6;FZD4;INSR;ABCA4;XRCC3;EIF2AK2;RAB27A;RAB27B;GJB2;GJB1;CTRL;TCN2;TCN1;GIPC1;FAT1;HLA-DRB1;FERMT2;SLC2A4RG;ARF1;CTSZ;LPCAT1;BRCA2;IKBKB;IFIH1;HNF4A;MRC1;APPL1;CCR2;IL10;SREBF1;SLC2A11;SLC2A12;IL18;IL16;ELOVL7;SLC35G1;SREBF2;IL17RA;TLR1;SLC7A5;F7;SLC7A7;IL1B;ANGPTL2;PPARG;ANGPTL4;TLR6;PPARA;TLR4;PPARD;SLC43A1;PPP1R2;UCP3;PPP1R8;LMNA;SPP1;RHO;PMS2;MFN2;LDLR;RNF130;GINS1;CDKN2B;SLC16A1;MAP3K1;PKLR;GOLM1;SORT1;CDKN2A;SLC31A1;GCG;GTF2H1;MLH1;DHRS7;LPCAT2;F2RL1;GHRL;LGR4;RAB3GAP1;PNPLA2;SCARB2;SCARB1;FAM13C;IRS1;HFE;HDLBP;IRS2;TBC1D3G;LAPTM4B;STK11;PTTG1;SLC39A9;CDH1;SLC39A6;SLC16A7;MAP3K8;KPNA4;KPNA2;GGT1;RAG2;MAP3K7;SLC39A1;SLC16A4;RAG1;GTF2I;MEN1;IGFBP1;MAP2K4;GHSR;SLC38A1;ABCG5;DGAT1;ADIPOQ;SLC30A4;MUL1;TAP1;TSC2;SLC30A1;CDKAL1;MSH6;TOM1L1;MSH2;SELENOS;COL4A1;MAPKAPK2;SELENOP;COL4A3;ABCG4;ABCG1;FTO;CUL3;PSEN2;LPL;NRF1;FUT1;ADIPOR2;ACACA;KNG1;FUT6;DPP4;FUT8;IRAK1;NLRP3;SLC15A3;MAP2K5;TGFB2;RAB4B;TGFB1;HBG2;HBG1;TGFB3;PALB2;NFKB1;LRP1B;NFKB2;SLC2A9;NFKBIA;GH1;IL6;FGF19;GNAS;TPP1;TGFBI;SLC26A4;OGT;RAB5A;LAT;NFE2L2;ITGB1;SLC25A3;CXCL9;RNF14;SLC2A1;PIK3CD;SLC2A3;PIK3CB;SLC2A4;SLC2A5;SLC2A6;PIK3CG;GHR;ATP7B;EXO1;MBL2;KLF12;GPX1;ABCC2;DCD;ITGA3;ITGA2;TBC1D9;APOA1;TRAF1;APOA5;TGFBR1;TGFBR2;DNAJC3;TGFBR3;TBC1D2;PIK3CA;OAS1;NRG4;IRF2;CDH13;ITGA6;LCT;B4GALT4;CERS2;BECN1;RAB1A;PRKAA1;LRP1;LRP5;SELENOF;RNF6;EHBP1;INS;MAPK9;MAPK8;GNG5;CNR1;CCL5;BPY2;E2F2;CCL2;MAPK1;E2F4;GBP1;SH2B1;MAPK3;MUTYH;SLC35A2;PTPN1;MBTPS1;TCF7L2;GALNT3;USF2;CUL4A;FCGR2A;RPS6KB1;GLB1;ERCC2;KRAS;PDCD1;LPIN1;LPIN2;EIF3A
Glycogen Storage Disease Type I	11/20	1.5368324731971346E-8	7.866661222177833E-7	0	0	7.965242577842144	143.3023389531852	ABCA1;MLXIPL;G6PC;G6PC3;GYPE;LPL;APOA4;PYGL;HNF1A;APOB;SLC37A4
Poor school performance	115/985	1.542090779698616E-8	7.852677814962694E-7	0	0	1.6908221438889646	30.41373364995693	RB1;APP;SLC46A1;CELSR2;LAMP2;GJA8;GGT1;SIL1;EYS;GTF2I;MAP2K2;COG6;TSC2;OCRL;HNF1A;RPGRIP1L;HSPG2;BSCL2;COL4A1;AGTR2;LINS1;ARL6;B3GLCT;PCDH15;ABHD5;BRIP1;RNF213;RDH12;NPHP1;INPP5E;VPS11;B3GALNT2;BBS1;WFS1;FUCA1;XRCC2;ABCA4;EIF2AK3;TBCD;PALB2;EXT1;MLXIPL;TG;CPS1;TCN2;PRPH2;GNAS;SLC26A4;FBN1;PIGN;GBE1;SLC2A1;VLDLR;BRCA2;RPGR;IFIH1;ATP7B;HNF4A;BBS9;EPG5;IKBKG;ITGB6;BBS7;BBS5;BCKDHA;SLC36A2;AHSG;ABCC8;BCKDHB;VPS13B;PEX2;HBA1;PEX1;SLC39A14;RP1;BBS10;NPC1;PIK3CA;NPC2;BBS12;PEX6;ITGA7;PPARG;PIGL;CDH15;CRB1;GALT;GUCY2D;USH1C;TULP1;CLN8;AGPAT2;CLN5;VPS53;RHO;MAPK1;PDE6B;KCNJ1;SH2B1;SLC16A1;SLC35A3;FKRP;GK;KCNJ11;PEX12;USH2A;TTC8;USH1G;GLB1;KLHL7;ERCC2;RAB3GAP2;KRAS;PNPLA6;RAB3GAP1
Huntington Disease	82/627	1.548566392198243E-8	7.845005413672337E-7	0	0	1.8940115742585348	34.06067522067664	ACVRL1;APP;DGKE;CCL4L1;CCL4L2;SLC2A1;SLC40A1;PIK3CD;IRS2;SLC2A3;PIK3CB;PIK3CG;GYS1;CHEK2;HNF4A;MRC1;IFT57;KPNA1;SKP1;IL10;SLC2A14;MAP2K2;AHSG;VPS13A;TBC1D9;MSH2;NPC1;PIK3CA;IL1B;SELENOP;PPARG;ATF6;OPTN;PPARD;BECN1;TOMM40;CUL1;LPL;NRF1;PSEN1;ADD1;C3;C5;MAPK8;CNR1;CCL5;UCP2;CCL4;LMNA;MFN2;E2F2;CCL2;NLRP3;MAPK1;APOE;ATG7;PPARGC1A;MUTYH;ABCA1;MLXIP;XRCC6;XBP1;ZNF141;MAP3K1;TGFB1;PKLR;CDKN2A;EIF2AK2;GTF2H1;GCG;MLH1;SORL1;NFKB1;RAB11A;MLH3;GH1;IL6;XK;GHRL;NF2;NFE2L2;FBN1
Uveomeningoencephalitic Syndrome	21/74	1.5814628051230012E-8	7.970572537819926E-7	0	0	4.109830322719533	73.82213055231732	HLA-B;ATG10;CLEC16A;TNFAIP3;NOD1;NOD2;IL6;TNIP1;IL1B;SPP1;IL12B;CCL2;IL17F;IL12RB1;TLR4;HLA-DQA1;HLA-DRB1;HLA-DQB1;TLR2;IL12RB2;ATG5
