Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Febrile Convulsions	10/64	0.006551247335860852	0.04585873135102596	0	0	2.4723101265822782	12.431022088877508	APP;SLC30A3;BDNF;CHAT;APOE;GABRD;SCN1B;HCN2;SCN1A;HCN1
Retinopathy of Prematurity	10/64	0.006551247335860852	0.04582609168458395	0	0	2.4723101265822782	12.431022088877508	GAP43;ACE;NOS2;EPO;BDNF;NOS3;AGTR1;NOS1;NDP;AGT
Adrenal gland hypofunction	7/36	0.006563067516789796	0.045876122016365664	0	0	3.0766526019690574	15.464170284977941	CIITA;SLC30A8;GK;GMPPA;REN;AVP;SLC30A10
Low Tension Glaucoma	7/36	0.006563067516789796	0.0458435163859347	0	0	3.0766526019690574	15.464170284977941	CDKN2B;OPA1;NOS3;CHEK2;REN;APOE;AGTR2
Paranoid Schizophrenia	7/36	0.006563067516789796	0.04581095707031969	0	0	3.0766526019690574	15.464170284977941	TPH2;DDC;HLA-DRB4;BDNF;CALR;COMT;S100B
Rapidly progressive	7/36	0.006563067516789796	0.045778443970908536	0	0	3.0766526019690574	15.464170284977941	PRNP;PANK2;DYSF;ATP13A2;PSEN1;TARDBP;POLG
Rapidly progressive disorder	7/36	0.006563067516789796	0.04574597698936888	0	0	3.0766526019690574	15.464170284977941	PRNP;PANK2;DYSF;ATP13A2;PSEN1;TARDBP;POLG
Obesity, Visceral	8/45	0.006611237197113507	0.04604907099449436	0	0	2.8129395218002813	14.11809978091798	DPP4;LIPC;NAMPT;SLC2A4;APOE;PPARA;SIRT1;AGT
Delirium	8/45	0.006611237197113507	0.04601645833798268	0	0	2.8129395218002813	14.11809978091798	ABCB1;APOE;COMT;DRD2;DRD3;SLC6A3;ABCG2;SLC25A13
Young onset Parkinson disease	8/45	0.006611237197113507	0.045983891842343624	0	0	2.8129395218002813	14.11809978091798	PINK1;MAOB;GCH1;LRRK2;ATP13A2;PARK7;APOE;CIT
Pituitary Adenoma	30/294	0.006648880527495394	0.046213011191106594	0	0	1.614569878584345	8.094334119438532	GSK3B;UCN;PARPBP;SLC2A2;TRH;ENO2;NTS;NEUROD1;HTN3;GRK2;DRD2;CDKN2B;CDKN2A;MGMT;S100A1;IDH1;DIO2;SDHD;SDHA;S100B;SDHB;GCK;PGF;GFAP;AIMP1;GAL;AGTR1;NES;VAMP2;NEUROG2
Adenocarcinoma	133/1712	0.006882482847552137	0.04780285613126672	0	0	1.2292233526558618	6.120027497141728	EPO;SLC4A1;AQP4;ENO1;PARK7;COMT;NUDT6;AQP1;PYCARD;CHEK2;NPPA;SLC16A3;SLC16A4;SYBU;SCN1A;SLC39A3;KCNH2;S100A1;CEL;PGF;MTAP;AGTR1;PGP;MAL;PPIG;ABCG2;ABCB1;MAX;RRAD;SLC5A1;NTS;SLC5A5;DPP4;SI;SLCO1B3;BAG1;APOE;SLC38A2;SLC19A1;HLA-DQA1;ACE;BDNF;IDH1;GOT2;IDH2;MTHFR;EEF2;SMARCA2;MCAT;GCLC;GJB1;CYP11B2;PIP;NF1;CALR;NES;SLC2A4RG;LAT;TOP2A;GSK3B;OGG1;SLC2A1;OXT;MTR;ADM;SLC2A3;HMGB1;SLC2A4;CA1;UCN3;OPA1;ALDH2;MB;CA2;HNF4A;SLC22A18;NOS1;CAMP;DSP;SLC2A14;ABCC1;SLC2A10;ABCC6;AMPD1;OPRM1;SIRT1;SLC7A5;PKM;ADORA2B;CAT;ANG;GAPDH;MET;HLA-DQB1;MCM2;DDC;SLC43A2;POLDIP2;GMPR2;ODC1;NOXO1;TYMS;APOLD1;UCP3;HAS1;LMNA;CKB;BID;ABCF2;KCNJ3;MPP1;BCHE;TCF7L2;RRM1;CDKN2B;SLC16A1;NOS2;MGMT;CDKN2A;NOS3;BAD;LUM;S100B;SOD2;ATP5F1D;AGT;APLN;MARCKS;SCD;VIM;ABCE1;SLC28A1;EIF3A
Amino Acid Metabolism, Inborn Errors	5/20	0.006978610988490064	0.04843629152180815	0	0	3.9556962025316453	19.63965736073734	GCLC;SLC7A7;ARG1;PAH;EIF2AK4
ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA	5/20	0.006978610988490064	0.04840210924127053	0	0	3.9556962025316453	19.63965736073734	PARP1;MGMT;IDH1;OGG1;SDHA
Deafness, Acquired	5/20	0.006978610988490064	0.04836797517269418	0	0	3.9556962025316453	19.63965736073734	GJB2;BDNF;GJB3;POLD1;CACNA1D
Hearing Loss, Extreme	5/20	0.006978610988490064	0.048333889214151056	0	0	3.9556962025316453	19.63965736073734	GJB2;BDNF;GJB3;POLD1;CACNA1D
Mental Disorders, Severe	5/20	0.006978610988490064	0.04829985126400024	0	0	3.9556962025316453	19.63965736073734	DDC;ABCB1;XK;NOS1;COMT
Atrophy of testis	5/20	0.006978610988490064	0.04826586122088694	0	0	3.9556962025316453	19.63965736073734	DMPK;ALDH2;WFS1;HPRT1;POLG
Bilateral Deafness	5/20	0.006978610988490064	0.04823191898374145	0	0	3.9556962025316453	19.63965736073734	GJB2;BDNF;GJB3;POLD1;CACNA1D
Chronic myocardial ischemia	5/20	0.006978610988490064	0.048198024451778176	0	0	3.9556962025316453	19.63965736073734	KCNJ8;EPO;ABCC9;SCN5A;NUDT6
Complete Hearing Loss	5/20	0.006978610988490064	0.048164177524494624	0	0	3.9556962025316453	19.63965736073734	GJB2;BDNF;GJB3;POLD1;CACNA1D
Deaf Mutism	5/20	0.006978610988490064	0.04813037810167042	0	0	3.9556962025316453	19.63965736073734	GJB2;BDNF;GJB3;POLD1;CACNA1D
Hyperferritinaemia	5/20	0.006978610988490064	0.0480966260833663	0	0	3.9556962025316453	19.63965736073734	SLC25A38;SLC7A7;PUS1;SLC40A1;CP
Hypernatremia	5/20	0.006978610988490064	0.048062921369923156	0	0	3.9556962025316453	19.63965736073734	REN;AVP;AQP2;ADD1;AGT
Increased ferritin	5/20	0.006978610988490064	0.048029263861961026	0	0	3.9556962025316453	19.63965736073734	SLC25A38;SLC7A7;PUS1;SLC40A1;CP
Increased serum ferritin	5/20	0.006978610988490064	0.047995653460378124	0	0	3.9556962025316453	19.63965736073734	SLC25A38;SLC7A7;PUS1;SLC40A1;CP
Peyronie Disease	5/20	0.006978610988490064	0.04796209006634989	0	0	3.9556962025316453	19.63965736073734	PARP1;TSPO;PDE4A;PDE5A;ADA
Pregnancy associated hypertension	5/20	0.006978610988490064	0.04792857358132798	0	0	3.9556962025316453	19.63965736073734	ACE;LIPC;NOS3;AGTR1;AGT
Renal glomerular fibrosis	5/20	0.006978610988490064	0.04789510390703935	0	0	3.9556962025316453	19.63965736073734	MAX;SDHC;SDHD;SDHA;SDHB
Sick Sinus Syndrome	5/20	0.006978610988490064	0.047861680945485235	0	0	3.9556962025316453	19.63965736073734	HCN4;KCNJ5;CACNA1D;SCN5A;HCN1
Vitamin A Deficiency	5/20	0.006978610988490064	0.04782830459894027	0	0	3.9556962025316453	19.63965736073734	CRP;G6PD;PARP1;ABCC8;ABCB11
Increase in blood pressure	20/174	0.0069901173767822605	0.04787377949757216	0	0	1.818710897715699	9.026731286877887	KCNJ5;G6PC;ABCB6;SLC2A10;IDUA;WNK4;CPOX;DARS2;CACNA1D;ADA2;CACNA1H;CYP11B2;HMBS;LMNA;NF1;PDE3A;ENPP1;CALR;PDE8B;SLC37A4
Hurthle Cell Tumor	12/85	0.007016398148134139	0.04802030710296818	0	0	2.233804914370811	11.078567260451056	ABCB1;MDH1;S100A1;MAX;SLC2A1;SLC2A2;ENO1;SLC2A4;VIM;SLC25A5;GAPDH;MCM2
Centronuclear myopathy	6/28	0.007126156327274206	0.048737553503445295	0	0	3.3905967450271244	16.763053597811982	ACHE;MTMR2;DMPK;CHAT;AMPH;MYH7
External Ophthalmoplegia	6/28	0.007126156327274206	0.048703660907128576	0	0	3.3905967450271244	16.763053597811982	OPA1;CHAT;SLC19A3;MFF;SLC25A4;POLG
Serum gamma-glutamyl transferase measurement	6/28	0.007126156327274206	0.04866981541657463	0	0	3.3905967450271244	16.763053597811982	ALDH2;OAS1;SLC2A2;CEPT1;HNF1A;OASL
Atherogenesis	9/55	0.007141222025682467	0.048738840325282834	0	0	2.589182968929804	12.79540917346722	CRP;PARP1;NOS2;NOS3;CYBA;APOE;SOD2;SIRT1;AGT
Ganglioneuroma	9/55	0.007141222025682467	0.04870501739653524	0	0	2.589182968929804	12.79540917346722	GAL;S100A1;BDNF;SLC2A1;SDHC;OLIG2;S100B;TARDBP;GFAP
Cerebral Amyloid Angiopathy, Hereditary	4/13	0.0071599543483251826	0.048798912160429884	0	0	4.868549172346641	24.046989649280167	APP;PRNP;APOE;GFAP
Diabetes Mellitus, Transient Neonatal, 1	4/13	0.0071599543483251826	0.04876509448048503	0	0	4.868549172346641	24.046989649280167	KCNJ11;ABCC8;KCNA3;INS
DISORGANIZATION, MOUSE, HOMOLOG OF	4/13	0.0071599543483251826	0.048731323639432056	0	0	4.868549172346641	24.046989649280167	RCAN1;SLC2A1;PSEN1;SCN1A
Hallucinations, Visual	4/13	0.0071599543483251826	0.04869759954002761	0	0	4.868549172346641	24.046989649280167	CACNA1A;APOE;DRD1;SNCB
Jaundice, Chronic Idiopathic	4/13	0.0071599543483251826	0.048663922085297295	0	0	4.868549172346641	24.046989649280167	DPP4;ABCC1;ABCC6;ABCG2
Night blindness, congenital stationary, type 1	4/13	0.0071599543483251826	0.048630291178534825	0	0	4.868549172346641	24.046989649280167	SLC24A1;GNB3;PDE6B;CACNA1F
Night Blindness, Congenital Stationary, Type 1A	4/13	0.0071599543483251826	0.048596706723301034	0	0	4.868549172346641	24.046989649280167	SLC24A1;GNB3;PDE6B;CACNA1F
NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1B	4/13	0.0071599543483251826	0.04856316862342298	0	0	4.868549172346641	24.046989649280167	SLC24A1;GNB3;PDE6B;CACNA1F
Akinetic-Rigid Variant of Huntington Disease	4/13	0.0071599543483251826	0.04852967678299303	0	0	4.868549172346641	24.046989649280167	RCAN1;MAOB;OGG1;SLC29A1
Juvenile Huntington Disease	4/13	0.0071599543483251826	0.04849623110636795	0	0	4.868549172346641	24.046989649280167	RCAN1;MAOB;OGG1;SLC29A1
Kearns-Sayre syndrome	4/13	0.0071599543483251826	0.04846283149816797	0	0	4.868549172346641	24.046989649280167	MAG;TFAM;SLC25A4;POLG
Lenticulostriate Disorders	4/13	0.0071599543483251826	0.04842947786327591	0	0	4.868549172346641	24.046989649280167	SLC19A3;DRD2;PDE8B;DRD3
MILES-CARPENTER X-LINKED MENTAL RETARDATION SYNDROME	4/13	0.0071599543483251826	0.04839617010683624	0	0	4.868549172346641	24.046989649280167	NOS2;CAT;NOS1;SOD2
Neurologic Manifestations	4/13	0.0071599543483251826	0.04836290813425422	0	0	4.868549172346641	24.046989649280167	KCNA2;KCNA6;HPRT1;ATP7A
obsolete Combined hyperlipidemia	4/13	0.0071599543483251826	0.048329691851194984	0	0	4.868549172346641	24.046989649280167	LIPC;TXNIP;APOE;PPARA
Vestibular dysfunction	4/13	0.0071599543483251826	0.04829652116358263	0	0	4.868549172346641	24.046989649280167	KCNJ10;CACNA1A;SLC26A4;POLG
X-Linked Csnb	4/13	0.0071599543483251826	0.04826339597759938	0	0	4.868549172346641	24.046989649280167	SLC24A1;GNB3;PDE6B;CACNA1F
Creatine deficiency, X-linked	3/7	0.007269556059807652	0.04896860654954736	0	0	6.781193490054249	33.39100398266456	GATM;SLC6A8;ABCG2
Dysarthria, Spastic	3/7	0.007269556059807652	0.048935066408075066	0	0	6.781193490054249	33.39100398266456	PRNP;MAG;PDE8B
Aicardi-Goutieres Syndrome 2	3/7	0.007269556059807652	0.04890157218055414	0	0	6.781193490054249	33.39100398266456	TREX1;ADAR;SAMHD1
Anterior Ischemic Optic Neuropathy	3/7	0.007269556059807652	0.0488681237727699	0	0	6.781193490054249	33.39100398266456	ACE;AGTR1;MTHFR
Asterixis	3/7	0.007269556059807652	0.048834721090765275	0	0	6.781193490054249	33.39100398266456	OPRM1;DRD2;CP
Atypical absence seizure	3/7	0.007269556059807652	0.04880136404083989	0	0	6.781193490054249	33.39100398266456	DNM1;SCN1B;SCN1A
Ballismus	3/7	0.007269556059807652	0.048768052529549216	0	0	6.781193490054249	33.39100398266456	OPRM1;DRD2;CP
Carcinoma of unknown primary	3/7	0.007269556059807652	0.04873478646370368	0	0	6.781193490054249	33.39100398266456	CDKN2A;MET;SLC6A2
Carotid Body Paraganglioma	3/7	0.007269556059807652	0.048701565750367826	0	0	6.781193490054249	33.39100398266456	SDHC;SDHD;SDHB
Cataract and cardiomyopathy	3/7	0.007269556059807652	0.0486683902968594	0	0	6.781193490054249	33.39100398266456	CS;SOD2;SLC25A4
Cerebral Atherosclerosis	3/7	0.007269556059807652	0.048635260010748534	0	0	6.781193490054249	33.39100398266456	CRP;MTHFR;APOE
Combined D-2- and L-2-hydroxyglutaric aciduria	3/7	0.007269556059807652	0.048602174799856866	0	0	6.781193490054249	33.39100398266456	SLC25A1;IDH1;IDH2
Congenital glucose-galactose malabsorption	3/7	0.007269556059807652	0.04856913457225669	0	0	6.781193490054249	33.39100398266456	SLC2A2;SLC3A2;SLC5A1
Congenital Nephrogenic Diabetes Insipidus	3/7	0.007269556059807652	0.04853613923627011	0	0	6.781193490054249	33.39100398266456	PDE4A;AVP;AQP2
Decreased activities of mitochondrial-encoded respiratory chain complexes	3/7	0.007269556059807652	0.04850318870046816	0	0	6.781193490054249	33.39100398266456	DGUOK;SUCLA2;TK2
Decreased activity of mitochondrial respiratory chain	3/7	0.007269556059807652	0.048470282873670015	0	0	6.781193490054249	33.39100398266456	DGUOK;SUCLA2;TK2
Decreased activity of mitochondrial respiratory complexes	3/7	0.007269556059807652	0.0484374216649421	0	0	6.781193490054249	33.39100398266456	DGUOK;SUCLA2;TK2
Elevated total bilirubin	3/7	0.007269556059807652	0.04840460498359729	0	0	6.781193490054249	33.39100398266456	LIPT1;CPT2;PFKM
Endotoxic shock	3/7	0.007269556059807652	0.04837183273919404	0	0	6.781193490054249	33.39100398266456	NOS2;HLA-DRA;AQP1
Extravascular Hemolysis	3/7	0.007269556059807652	0.048339104841535585	0	0	6.781193490054249	33.39100398266456	G6PD;SLC40A1;ATP7A
GIANT AXONAL NEUROPATHY 1	3/7	0.007269556059807652	0.0483064212006691	0	0	6.781193490054249	33.39100398266456	VIM;GFAP;PRPH
Glomus Jugulare Tumor	3/7	0.007269556059807652	0.048273781726884867	0	0	6.781193490054249	33.39100398266456	SDHC;SDHD;SDHB
Hemiballismus	3/7	0.007269556059807652	0.04824118633071546	0	0	6.781193490054249	33.39100398266456	OPRM1;DRD2;CP
Hemoglobin M Disease	3/7	0.007269556059807652	0.04820863492293495	0	0	6.781193490054249	33.39100398266456	HBA2;HBA1;DLD
Hemolysis (disorder)	3/7	0.007269556059807652	0.048176127414558054	0	0	6.781193490054249	33.39100398266456	G6PD;SLC40A1;ATP7A
Infantile myofibromatosis	3/7	0.007269556059807652	0.048143663716839355	0	0	6.781193490054249	33.39100398266456	S100A1;VIM;S100B
Missed heartbeat	3/7	0.007269556059807652	0.04811124374127246	0	0	6.781193490054249	33.39100398266456	DSP;SLC25A20;SCN5A
Mitochondrial Complex II Deficiency	3/7	0.007269556059807652	0.048078867399589234	0	0	6.781193490054249	33.39100398266456	SDHD;SDHA;SDHB
Multiple mitochondrial DNA deletions	3/7	0.007269556059807652	0.048046534603758975	0	0	6.781193490054249	33.39100398266456	POLG2;SLC25A4;POLG
Myasthenic Syndrome	3/7	0.007269556059807652	0.04801424526598763	0	0	6.781193490054249	33.39100398266456	ACHE;PREPL;CHAT
Neonatal Abstinence Syndrome	3/7	0.007269556059807652	0.04798199929871699	0	0	6.781193490054249	33.39100398266456	ABCB1;OPRM1;COMT
Noncompaction cardiomyopathy	3/7	0.007269556059807652	0.04794979661462389	0	0	6.781193490054249	33.39100398266456	MYBPC3;HCN4;ACE
Parkinsonism with favorable response to dopaminergic medication	3/7	0.007269556059807652	0.04791763712661945	0	0	6.781193490054249	33.39100398266456	GCH1;ATP13A2;POLG
Porphobilinogen synthase deficiency	3/7	0.007269556059807652	0.047885520747848256	0	0	6.781193490054249	33.39100398266456	ALAD;HMBS;CPOX
Serum zinc measurement	3/7	0.007269556059807652	0.047853447391687606	0	0	6.781193490054249	33.39100398266456	CA1;MAX;NBDY
Thrombotic stroke	3/7	0.007269556059807652	0.047821416971746716	0	0	6.781193490054249	33.39100398266456	MTHFR;REN;AGT
Ventricular dilatation (disorder)	3/7	0.007269556059807652	0.04778942940186595	0	0	6.781193490054249	33.39100398266456	ACE;REN;SLC3A2
Welander Distal Myopathy	3/7	0.007269556059807652	0.04775748459611604	0	0	6.781193490054249	33.39100398266456	DYSF;SLC3A2;MYH7
Idiopathic pulmonary hypertension	13/96	0.007299315964693517	0.04792096012091374	0	0	2.1426687763713077	10.541876038848793	BDNF;NOS3;PDE3B;KCNA5;ENO1;HMGB1;SLC6A4;NPS;ADORA2A;PAH;NOX4;PDE5A;KCNK3
Pituitary Neoplasms	30/296	0.00730035299276464	0.047895773840381094	0	0	1.6036606226479644	7.889741773472716	TOP2A;CRP;ABCB1;POLDIP2;SLC22A1;SLC2A2;TRH;SLC8A1;SLC5A5;INS;NEUROD1;GRK2;MAP2;POLD1;DRD2;CDKN2A;MGMT;DIO2;SDHC;HNF1A;SDHD;NGF;GFAP;GAL;CAT;AGTR1;TFAM;REN;NES;GAPDH
Primary malignant neoplasm of lung	171/2268	0.007338217080947743	0.04811207302972276	0	0	1.1929877436206549	5.8631283929156375	APP;SLC46A1;RNH1;MPG;GLDC;RTCB;AQP9;NUDT1;CPOX;ENO1;ENO2;COMT;GLS;AQP1;PYCARD;ADORA3;CHEK2;ENTPD1;ENTPD5;TAP1;SLC30A1;ATP11A;PGF;NISCH;OPRPN;ACLY;MTAP;MAPKAPK2;AGTR1;TIMELESS;TXNIP;TFAM;AGTR2;PPIG;HPRT1;SLC27A3;SLC27A2;PPIA;SLC27A4;ABCG2;GYPA;ABCB1;ABCB6;RRAD;TXN;NTS;SLC1A7;SLC5A5;BAG1;MBP;APOE;DRD1;DRD2;SLC19A1;MARK2;HLA-DRB4;ACE;BDNF;DDIAS;IDH2;EIF2AK3;EIF2AK2;MTHFR;SMARCA2;MCAT;QKI;AIMP1;GCLC;GJB2;GJB1;CDK5;TDP2;TDP1;PAH;NF1;NOX4;PIN1;NES;SLC2A4RG;TOP2A;GSK3B;UCN;SLC25A3;SLC44A1;CPQ;TAT;OGG1;SLC2A1;OXT;MTR;ADM;SLC2A3;HMGB1;SLC6A3;SPN;POLB;ATP7B;UCN3;SLC22A16;ALDH2;MB;TSPO;PDE4A;POLK;CYTIP;CAMP;DSP;SLC2A14;ABCC4;ABCC1;PARP1;SLC2A10;ABCC8;ABCC5;ATP6AP2;SIRT5;AMPD1;SIRT6;OPRM1;NGF;SIRT1;DCK;PSMA6;PKM;HKDC1;CAT;NUMB;POT1;AVP;PPARA;ALDOA;DLD;GAPDH;MET;CRP;MVP;PARN;SLC3A2;RETN;TYMS;UNG;NPS;POLD1;NOCT;UCP2;LMNA;MTA2;XDH;GINS1;KCNJ5;TCF7L2;DUT;RRM1;CDKN2B;SLC16A1;NOS2;MGMT;CDKN2A;SLC31A1;LUM;POLM;SOD2;AGT;PER1;MARCKS;SCD;VIM;ABCE1;SLC28A1;EIF3A;RAN
Malignant neoplasm of pancreas	142/1846	0.007410918303389331	0.048556336723806895	0	0	1.2171372930866602	5.9698161146173625	CDA;APP;ATP8A2;RTCA;CPOX;ENO1;COMT;PNP;CHEK2;NAMPT;ENPP1;NRTN;SLC16A3;SLC16A4;SYBU;SLC39A4;SLC39A3;KCNH2;CAST;PDHX;ENTPD1;ENTPD2;S100A1;CYBB;CDKAL1;SLC30A1;SDHC;HNF1A;CEL;PGF;ACE2;MTAP;SCN10A;MAPKAPK2;AGTR1;PPIF;TXNIP;MAL;UPRT;AGTR2;IDO2;CLOCK;HPD;PPIA;ABCG2;ABCB1;PARPBP;TXN;NTS;SLC5A5;ART1;NEUROD1;DGUOK;GRK2;SLCO1B3;BAG1;MSC;MARK2;FDPS;PRNP;IDH1;EIF2AK2;MRPL28;MTHFR;CP;SMARCA2;MANF;CS;AIMP1;GCLC;GJB2;GJB1;CDK5;REL;NOX4;CALR;OGT;NES;SLC2A4RG;RPAIN;TOP2A;GSK3B;SLC35F6;GSK3A;TAT;OGG1;SLC2A1;MTR;ADAR;ADM;HMGB1;SLC2A4;SLC6A2;ALDH2;EMB;TK1;NOS1;ABCC4;ABCC1;PARP1;DCD;ABCC5;ABCC6;SIRT6;OPRM1;NGF;SIRT1;DCK;SIRT3;PKM;CAT;NUMB;ANG;AVP;DNASE1;SLC29A1;DLD;GAPDH;MET;POLDIP2;MVP;ODC1;TYMS;DMD;TCF7L2;RRM1;CDKN2B;KCNJ11;MGMT;CDKN2A;LUM;GAD1;S100B;SOD2;GCK;AGT;WARS2;PER2;PER1;VIM;SLC28A1;SLC25A36
Aneurysm	18/152	0.007534354448818686	0.0493322022138508	0	0	1.8737508327781476	9.159422701175862	CRP;APP;CDKN2B;ACE;NOS3;ADA2;SLC3A2;RETN;SAMHD1;AGT;ACE2;RCAN1;NPPA;AGTR1;REN;APOE;VIM;ATP7A
Carcinoma of lung	185/2476	0.007620815892690269	0.04986509893033286	0	0	1.1822355371055806	5.765611202094043	APP;SLC46A1;RNH1;MPG;GLDC;RTCB;AQP9;NUDT1;CPOX;ENO1;ENO2;COMT;GLS;AQP1;PYCARD;ADORA3;CHEK2;ENTPD1;ENTPD5;TAP1;SLC30A1;ATP11A;PGF;NISCH;OPRPN;ACLY;MTAP;MAPKAPK2;AGTR1;TIMELESS;TXNIP;TFAM;AGTR2;PPIG;HPRT1;SLC27A3;SLC27A2;PPIA;SLC27A4;ABCG2;GYPA;ABCB1;ABCB6;RRAD;TXN;NTS;SLC1A7;SLC5A5;DPP4;SLCO1B1;BAG1;MBP;APOE;DRD1;DRD2;SLC19A1;HLA-DQA1;MARK2;HLA-DRB4;ACE;BDNF;DDIAS;IDH2;EIF2AK3;EIF2AK2;MTHFR;SMARCA2;MCAT;QKI;AIMP1;GCLC;GJB2;GJB1;CDK5;TDP2;FES;TDP1;PAH;NF1;NOX4;PIN1;REN;NES;SLC2A4RG;TOP2A;GSK3B;UCN;SLC25A3;SLC44A1;CPQ;TAT;OGG1;SLC2A1;OXT;MTR;ADAR;ADM;SLC2A3;HMGB1;SLC6A3;SPN;POLB;TUBA1C;ATP7B;UCN3;SLC22A16;ALDH2;MB;SLC22A18;TSPO;PDE4A;POLK;CYTIP;CAMP;DSP;SLC2A14;ABCC4;ABCC1;PARP1;SLC2A10;ABCC8;ABCC5;ATP6AP2;SIRT5;NDUFC2;AMPD1;SIRT6;OPRM1;NGF;SIRT1;DCK;PSMA6;PKM;HKDC1;CAT;NUMB;POT1;AVP;PPARA;ALDOA;DLD;GAPDH;MET;CRP;TOMM40;POLDIP2;MVP;KCNA3;PARN;SLC3A2;RETN;TYMS;UNG;NPS;POLD1;NOCT;UCP2;LMNA;BID;MTA2;XDH;GINS1;KCNJ5;TCF7L2;DUT;RRM1;CDKN2B;SLC16A1;NOS2;MGMT;CDKN2A;SLC31A1;LUM;POLM;SOD2;AGT;PER1;REST;MARCKS;SCD;VIM;ABCE1;SLC28A1;EIF3A;RAN
Leukemia, Myelocytic, Acute	132/1703	0.007624029425411222	0.04985293492544344	0	0	1.2264284174613675	5.980617166690916	CDA;APP;CCNT2;TPMT;MPG;EPO;AQP9;CPOX;MLC1;ENO2;GLS;RGS2;CHEK2;NAMPT;LAMP2;FPGS;KCNH2;G6PD;CYBA;ATP1B1;DEXI;MTAP;SCN10A;POLG2;PGP;TXNIP;MAL;HPRT1;CLOCK;ABCG2;SLC22A4;GYPA;ABCB1;ABCB6;SLC22A2;SLC22A1;SLC5A5;CACNA1G;DGUOK;BAG1;MSC;FIS1;ACE;IDH1;IDH2;EIF2AK2;MRPL28;MTHFR;GCLC;SON;G6PC3;NMS;FES;REL;NF1;NOX4;PIN1;REN;TPP1;CALR;SLC26A4;SLC2A4RG;SLC25A1;TOP2A;ACHE;GSK3B;UCN;CIITA;SLC25A3;GSK3A;CPQ;TAT;OGG1;MTR;ADM;HMGB1;TRH;SLC22A16;HNF4A;CD38;TK1;DLAT;NOS1;ATP7A;CAMP;ABCC4;ABCC1;PARP1;ABCC8;ABCC5;ABCC6;WIPI1;OLIG2;SLC35G1;NGF;SIRT1;DCK;SLC25A16;NUMB;POT1;ANG;AVP;SLC29A1;MET;HLA-DQB1;PARG;POLDIP2;MVP;ODC1;KCNA3;WAS;SLC3A2;SAMHD1;TYMS;PDC;UNG;INS;PURA;EFS;PLN;MPP1;BCHE;RRM1;CDKN2B;NOS2;MGMT;CDKN2A;BAD;PER2;AADAC;VIM;EIF3A
Sessile Serrated Adenoma/Polyp	7/37	0.00766237331274698	0.05007034901441311	0	0	2.9934998289428667	14.58263538268234	GRK2;MGMT;HBA2;HBA1;CALR;MAPT;MARK1
Myocardial Reperfusion Injury	12/86	0.007698124629112606	0.05027054408964697	0	0	2.2078304386223135	10.74502178638678	PLN;NOS2;NOS3;CAT;SORD;ATP2A2;CYBB;HMGB1;PPARA;SIRT1;SLC8A1;AGT
